Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
26024	27	81	Rodovia Br-232, São José do Belmonte - Pernambuco, 56950-000, Brasil	15/02/2026	Início: 00:09, Fim: 00:36	CAMPINA GRANDE(PB) - PETROLINA(PE)	6097
26024	13	81	Estrada Para Juazeiro 188, Serra Talhada - Pernambuco, 56907-090, Brasil	16/02/2026	Início: 00:21, Fim: 00:34	CAMPINA GRANDE(PB) - PETROLINA(PE)	6097
26024	11	81	Rodovia Br-428, Cabrobó - Pernambuco, 56180-000, Brasil	16/02/2026	Início: 03:46, Fim: 03:57	CAMPINA GRANDE(PB) - PETROLINA(PE)	6097
26024	10	81	Orocó, Pernambuco, Brasil	19/02/2026	Início: 04:30, Fim: 04:40	CAMPINA GRANDE(PB) - PETROLINA(PE)	6137
26024	43	81	Rodovia BR-428, Lagoa Grande - Pernambuco, Brasil	22/02/2026	Início: 04:50, Fim: 05:33	CAMPINA GRANDE(PB) - PETROLINA(PE)	6334
26024	29	81	BR-428, Petrolina - Pernambuco, Brasil	22/02/2026	Início: 05:43, Fim: 06:12	CAMPINA GRANDE(PB) - PETROLINA(PE)	6334
26024	29	81	Rodovia BR-232, Sertânia - Pernambuco, Brasil	24/02/2026	Início: 02:42, Fim: 03:11	CAMPINA GRANDE(PB) - PETROLINA(PE)	6047
26024	8	81	Rodovia BR-232, Sertânia - Pernambuco, Brasil	24/02/2026	Início: 03:26, Fim: 03:34	CAMPINA GRANDE(PB) - PETROLINA(PE)	6047
21883	7	81	Rua Engenho Propriedade 40, Sirinhaém - Pernambuco, 55580-000, Brasil	06/02/2026	Início: 14:57, Fim: 15:04	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6124
21883	11	81	Rodovia Pe-060, Ipojuca - Pernambuco, 55590-000, Brasil	06/02/2026	Início: 15:08, Fim: 15:19	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6124
21883	6	81	Rodovia PE-051, Ipojuca - Pernambuco, Brasil	07/02/2026	Início: 16:44, Fim: 16:50	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6124
21883	19	81	Rodovia Pe-060 Ipojuca - Pernambuco, Brasil	22/02/2026	Início: 10:11, Fim: 10:30	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2272
21883	7	81	Rodovia Pe-060, São José da Coroa Grande - Pernambuco, 55565-000, Brasil	22/02/2026	Início: 11:32, Fim: 11:39	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2272
21982	8	81	Rodovia BR-232 122, Pesqueira - Pernambuco, 55200-000, Brasil	03/02/2026	Início: 16:21, Fim: 16:29	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6059
21982	8	81	Rodovia Luiz Gonzaga, São Caetano - Pernambuco, 55130-000, Brasil	06/02/2026	Início: 17:49, Fim: 17:57	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6169
21982	8	81	BR 423 - Rodovia Mestre Domiguinhos 15, São Caetano - Pernambuco, Brasil	11/02/2026	Início: 12:19, Fim: 12:27	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6185
21982	7	81	Sitio Olho Dagua De Dentro 6, Terezinha - Pernambuco, 55305-000, Brasil	11/02/2026	Início: 15:46, Fim: 15:53	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6185
21982	7	81	Pe-275, Iguaraci - Pernambuco, Brasil	15/02/2026	Início: 19:22, Fim: 19:29	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6334
21982	8	81	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55040-120, Brasil	17/02/2026	Início: 14:59, Fim: 15:07	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6129
21982	5	81	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	17/02/2026	Início: 16:07, Fim: 16:12	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6129
21982	13	81	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	22/02/2026	Início: 18:28, Fim: 18:41	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6014
21982	5	81	Pe-320, Tabira - Pernambuco, Brasil	22/02/2026	Início: 20:28, Fim: 20:33	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6014
25144	9	81	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, 55000-990, Brasil	07/02/2026	Início: 08:51, Fim: 09:00	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6239
25144	6	81	Pe-160, Taquaritinga do Norte - Pernambuco, Brasil	22/02/2026	Início: 08:52, Fim: 08:58	2-RECIFE(PE) - SANTA CRUZ DO CAPIBARIBE(PE)	6018
25159	9	81	Avenida Alfredo Bandeira De Melo 51, Bela Vista, Igarassu - Pernambuco, 53650-010, Brasil	04/02/2026	Início: 13:18, Fim: 13:27	JOÃO PESSOA(PB) - RECIFE(PE)	6168
25159	5	81	Rodovia Pe-060 Cabo de Santo Agostinho - Pernambuco, Brasil	10/02/2026	Início: 08:58, Fim: 09:03	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2232
25159	7	81	Rodovia Governador Mário Covas, Comportas, Jaboatão dos Guararapes - Pernambuco, 54345, Brasil	10/02/2026	Início: 15:52, Fim: 15:59	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2222
25159	5	81	Rodovia Pe-060 Ipojuca - Pernambuco, 55590-000, Brasil	10/02/2026	Início: 16:39, Fim: 16:44	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2222
25159	7	81	Rodovia Armínio Guilherme dos Santos, Sirinhaém - Pernambuco, Brasil	10/02/2026	Início: 17:12, Fim: 17:19	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2222
25159	7	81	Pe-060, Barreiros - Pernambuco, 55560-000, Brasil	10/02/2026	Início: 18:19, Fim: 18:26	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2222
25159	10	81	Sirinhaém, Pernambuco, Brasil	16/02/2026	Início: 07:16, Fim: 07:26	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2272
25159	9	81	Rodovia Pe-060, Garapu, Cabo de Santo Agostinho - Pernambuco, 54520, Brasil	16/02/2026	Início: 07:50, Fim: 07:59	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2272
25282	9	81	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	01/02/2026	Início: 20:36, Fim: 20:45	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6305
25282	16	81	Rodovia BR-232, Flores - Pernambuco, Brasil	02/02/2026	Início: 10:01, Fim: 10:17	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6185
25282	12	81	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	04/02/2026	Início: 09:32, Fim: 09:44	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6285
25282	22	81	Aldeia Santa Helena 4, Pesqueira - Pernambuco, 55200-000, Brasil	04/02/2026	Início: 12:53, Fim: 13:15	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6285
25282	11	81	Rodovia Br-232, Sanharó - Pernambuco, 55153-151, Brasil	04/02/2026	Início: 14:06, Fim: 14:17	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6285
25282	13	81	Rodovia Luiz Gonzaga, São Caetano - Pernambuco, Brasil	04/02/2026	Início: 14:41, Fim: 14:54	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6285
25282	6	81	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	04/02/2026	Início: 15:42, Fim: 15:48	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6285
25282	7	81	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	05/02/2026	Início: 12:40, Fim: 12:47	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6345
25282	10	81	Rodovia Br-232, Pesqueira - Pernambuco, 55200-000, Brasil	05/02/2026	Início: 15:03, Fim: 15:13	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6345
25282	7	81	Sitio Nossa Senhora Rosario 826, Pesqueira - Pernambuco, 55200-000, Brasil	05/02/2026	Início: 15:52, Fim: 15:59	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6345
25282	7	81	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, 55645-737, Brasil	08/02/2026	Início: 12:49, Fim: 12:56	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6185
25282	12	81	Rodovia BR-232 3, Serra Talhada - Pernambuco, 56907-090, Brasil	11/02/2026	Início: 09:31, Fim: 09:43	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	17	81	Rodovia BR-232, Flores - Pernambuco, Brasil	11/02/2026	Início: 09:55, Fim: 10:12	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	14	81	Rodovia BR-232, Custódia - Pernambuco, 56640-000, Brasil	11/02/2026	Início: 10:49, Fim: 11:03	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	12	81	Rodovia BR-232, Sertânia - Pernambuco, Brasil	11/02/2026	Início: 11:24, Fim: 11:36	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	6	81	Rua Sem Denominacao 1 320, Pesqueira - Pernambuco, 55200-000, Brasil	11/02/2026	Início: 13:45, Fim: 13:51	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	13	81	Rodovia Br-232 500, Tacaimbó - Pernambuco, 55140-000, Brasil	11/02/2026	Início: 14:14, Fim: 14:27	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	9	81	Rua Um 120, Gravatá - Pernambuco, 55642-750, Brasil	11/02/2026	Início: 15:58, Fim: 16:07	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	17	81	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	11/02/2026	Início: 16:18, Fim: 16:35	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	8	81	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	11/02/2026	Início: 16:41, Fim: 16:49	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6355
25282	17	81	Rodovia BR-232, Verdejante - Pernambuco, Brasil	12/02/2026	Início: 21:08, Fim: 21:25	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6295
25282	5	81	Rodovia Luiz Gonzaga, Sairé - Pernambuco, 55695-000, Brasil	15/02/2026	Início: 12:56, Fim: 13:01	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6275
25282	10	81	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	15/02/2026	Início: 13:04, Fim: 13:14	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6275
25282	7	81	Rodovia Br-232, Calumbi - Pernambuco, 56930-000, Brasil	16/02/2026	Início: 09:42, Fim: 09:49	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6275
25282	19	81	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	16/02/2026	Início: 16:48, Fim: 17:07	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6275
25282	11	81	Rodovia Br-232, Sanharó - Pernambuco, 55153-151, Brasil	17/02/2026	Início: 14:49, Fim: 15:00	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6335
25282	8	81	Sitio Riacho Do Mel 9421, Arcoverde - Pernambuco, 56518-899, Brasil	26/02/2026	Início: 15:52, Fim: 16:00	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6205
25282	11	81	Rodovia BR-232 10, Custódia - Pernambuco, Brasil	26/02/2026	Início: 18:02, Fim: 18:13	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6205
25735	7	81	Sitio Varzinha 2002, Iguaraci - Pernambuco, 56840-000, Brasil	02/02/2026	Início: 17:16, Fim: 17:23	RECIFE(PE) - TABIRA(PE)	6018
25735	11	81	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	04/02/2026	Início: 09:51, Fim: 10:02	RECIFE(PE) - TABIRA(PE)	6219
25735	6	81	Rodovia PE-320 18, Afogados da Ingazeira - Pernambuco, 56800-000, Brasil	07/02/2026	Início: 16:22, Fim: 16:28	RECIFE(PE) - TABIRA(PE)	6048
25735	5	81	Sitio Canafistula 6, Iguaraci - Pernambuco, 56840-000, Brasil	07/02/2026	Início: 17:26, Fim: 17:31	RECIFE(PE) - TABIRA(PE)	6048
25735	8	81	Avenida Osvaldo Cruz, Arcoverde - Pernambuco, Brasil	07/02/2026	Início: 19:15, Fim: 19:23	RECIFE(PE) - TABIRA(PE)	6048
25735	32	81	Sitio Quinze Metros 11110, Arcoverde - Pernambuco, 56518-899, Brasil	07/02/2026	Início: 19:48, Fim: 20:20	RECIFE(PE) - TABIRA(PE)	6048
25735	9	81	Rodovia BR-232, Sanharó - Pernambuco, Brasil	07/02/2026	Início: 20:58, Fim: 21:07	RECIFE(PE) - TABIRA(PE)	6048
25735	7	81	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	07/02/2026	Início: 21:19, Fim: 21:26	RECIFE(PE) - TABIRA(PE)	6048
25735	6	81	Rodovia BR-232, Sanharó - Pernambuco, Brasil	08/02/2026	Início: 18:32, Fim: 18:38	RECIFE(PE) - TABIRA(PE)	6269
25735	10	81	Rodovia Br-232 350, Sanharó - Pernambuco, 55250-000, Brasil	08/02/2026	Início: 18:45, Fim: 18:55	RECIFE(PE) - TABIRA(PE)	6269
25735	7	81	Sitio Cachoeira Seca 4, Sertânia - Pernambuco, 56600-000, Brasil	14/02/2026	Início: 08:25, Fim: 08:32	RECIFE(PE) - TABIRA(PE)	6018
25735	12	81	Sitio Oitis 49, Afogados da Ingazeira - Pernambuco, 56800-000, Brasil	22/02/2026	Início: 16:16, Fim: 16:28	RECIFE(PE) - TABIRA(PE)	6048
25735	7	81	Rodovia Br-232, Sanharó - Pernambuco, 55250-000, Brasil	25/02/2026	Início: 09:44, Fim: 09:51	RECIFE(PE) - TABIRA(PE)	6048
25883	6	81	Rodovia Governador Mário Covas, Caaporã - Paraíba, 58326-000, Brasil	08/02/2026	Início: 12:40, Fim: 12:46	RECIFE(PE) - NATAL(RN)	6029
25883	6	81	BR-423, Paranatama - Pernambuco, Brasil	13/02/2026	Início: 17:38, Fim: 17:44	PAULO AFONSO(BA) - RECIFE(PE)	6195
25883	26	81	Rodovia BR-232, Tacaimbó - Pernambuco, Brasil	19/02/2026	Início: 04:03, Fim: 04:29	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6135
25883	5	81	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, Brasil	19/02/2026	Início: 04:39, Fim: 04:44	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6135
25905	9	81	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	03/02/2026	Início: 01:09, Fim: 01:18	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6044
25905	5	81	Br-110, Sertânia - Pernambuco, Brasil	03/02/2026	Início: 01:30, Fim: 01:35	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6044
25905	8	81	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	15/02/2026	Início: 23:44, Fim: 23:52	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6035
25905	10	81	Rodovia Br-232, Pesqueira - Pernambuco, 55200-000, Brasil	16/02/2026	Início: 00:20, Fim: 00:30	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6035
25905	11	81	Rodovia Br-232, Sanharó - Pernambuco, 55153-151, Brasil	17/02/2026	Início: 00:00, Fim: 00:11	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6044
25905	11	81	Sitio Caianinha 71, Sanharó - Pernambuco, 55250-000, Brasil	21/02/2026	Início: 03:02, Fim: 03:13	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6088
25905	8	81	Pe-280 770, Sertânia - Pernambuco, 56600-000, Brasil	25/02/2026	Início: 04:25, Fim: 04:33	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6159
25916	7	81	Rodovia Governador Ronaldo Cunha Lima, Queimadas - Paraíba, Brasil	01/02/2026	Início: 08:52, Fim: 08:59	JOÃO PESSOA(PB) - LAGOA GRANDE(PE)	6125
25916	8	81	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	03/02/2026	Início: 08:38, Fim: 08:46	RECIFE(PE) - NATAL(RN)	6159
25916	10	81	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	14/02/2026	Início: 14:12, Fim: 14:22	RECIFE(PE) - NATAL(RN)	6017
25916	11	81	Rodovia Governador Mário Covas 702, Alhandra - Paraíba, Brasil	15/02/2026	Início: 07:51, Fim: 08:02	RECIFE(PE) - NATAL(RN)	6265
25916	10	81	Rodovia Governador Mário Covas 172, São José de Mipibu - Rio Grande do Norte, 59162-000, Brasil	15/02/2026	Início: 10:22, Fim: 10:32	RECIFE(PE) - NATAL(RN)	6265
25916	5	81	Rodovia Governador Mário Covas, Goiana - Pernambuco, 55900-000, Brasil	20/02/2026	Início: 14:32, Fim: 14:37	RECIFE(PE) - NATAL(RN)	6047
25916	10	81	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	23/02/2026	Início: 13:19, Fim: 13:29	RECIFE(PE) - NATAL(RN)	6345
25916	10	81	Rodovia Governador Mário Covas, Goianinha - Rio Grande do Norte, Brasil	25/02/2026	Início: 16:21, Fim: 16:31	RECIFE(PE) - NATAL(RN)	6039
25916	6	81	Avenida Senador Salgado Filho 8000, Pitimbu, Natal - Rio Grande do Norte, 59066-400, Brasil	26/02/2026	Início: 11:22, Fim: 11:28	RECIFE(PE) - NATAL(RN)	6017
25916	9	81	Rodovia Governador Mário Covas, Capim - Paraíba, Brasil	26/02/2026	Início: 13:25, Fim: 13:34	RECIFE(PE) - NATAL(RN)	6017
25916	7	81	Rodovia Governador Mário Covas, São José de Mipibu - Rio Grande do Norte, Brasil	27/02/2026	Início: 10:54, Fim: 11:01	RECIFE(PE) - NATAL(RN)	6179
25997	5	81	Rodovia Luiz Gonzaga, Curado, Jaboatão dos Guararapes - Pernambuco, Brasil	01/02/2026	Início: 05:57, Fim: 06:02	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6345
25997	19	81	Rodovia BR-232, Verdejante - Pernambuco, Brasil	02/02/2026	Início: 22:46, Fim: 23:05	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6305
25997	5	81	Rodovia BR-232, Sanharó - Pernambuco, Brasil	12/02/2026	Início: 01:23, Fim: 01:28	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6185
26016	14	81	Rodovia Pe-060 Ipojuca - Pernambuco, 55592, Brasil	28/02/2026	Início: 07:14, Fim: 07:28	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2212
26030	6	81	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	04/02/2026	Início: 12:12, Fim: 12:18	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6228
26035	10	81	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	17/02/2026	Início: 03:01, Fim: 03:11	RECIFE(PE) - BODOCÓ(PE) via Exu	6179
26035	10	81	Rodovia Luiz Gonzaga, Galiléia, Vitória de Santo Antão - Pernambuco, Brasil	17/02/2026	Início: 04:50, Fim: 05:00	RECIFE(PE) - BODOCÓ(PE) via Exu	6179
26060	12	81	PE-292, Afogados da Ingazeira - Pernambuco, Brasil	02/02/2026	Início: 03:23, Fim: 03:35	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6239
26060	14	81	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	04/02/2026	Início: 02:21, Fim: 02:35	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6058
26060	5	81	Sitio Riacho Do Meio 78345, Flores - Pernambuco, 56850-000, Brasil	04/02/2026	Início: 04:17, Fim: 04:22	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6058
26060	8	81	PE-320, Triunfo - Pernambuco, Brasil	04/02/2026	Início: 04:39, Fim: 04:47	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6058
26060	10	81	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	07/02/2026	Início: 01:20, Fim: 01:30	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6068
26060	12	81	PE-292, Afogados da Ingazeira - Pernambuco, Brasil	16/02/2026	Início: 02:48, Fim: 03:00	RECIFE(PE) - TRIUNFO(PE) via Santa Cruz da Baixa Verde	6018
25871	9	81	Rodovia BR-222, Bom Jesus das Selvas - Maranhão, Brasil	12/02/2026	Início: 23:39, Fim: 23:48	SÃO LUIS(MA) - IMPERATRIZ(MA)	6264
26059	6	81	Br-135, Matões do Norte - Maranhão, Brasil	19/02/2026	Início: 04:58, Fim: 05:04	SÃO LUIS(MA) - BALSAS(MA)	6355
25448	14	81	Fazenda Tamboril 31, Fronteiras - Piauí, 64690-000, Brasil	24/02/2026	Início: 09:25, Fim: 09:39	SÃO LUIS X NATAL (THE X JDO)	6089
25869	11	81	Br-343, Lagoa do Piauí - Piauí, Brasil	06/02/2026	Início: 09:53, Fim: 10:04	SÃO LUIS(MA) X RECIFE(PE) ( THE X ARRP )	6325
25869	13	81	Serra Mato Verde 6, Campo Grande do Piauí - Piauí, 64578-000, Brasil	10/02/2026	Início: 16:12, Fim: 16:25	RECIFE(PE) - PICOS(PE)	6019
25869	10	81	Br-316, Vila Nova do Piauí - Piauí, Brasil	10/02/2026	Início: 16:43, Fim: 16:53	RECIFE(PE) - PICOS(PE)	6019
26097	11	81	Rodovia Br-232, Serra Talhada - Pernambuco, 56930-000, Brasil	03/02/2026	Início: 21:10, Fim: 21:21	RECIFE(PE) - ARARIPINA(PE) (TFD)	6228
26097	15	81	Rodovia Br-232, Serra Talhada - Pernambuco, 56915-899, Brasil	05/02/2026	Início: 01:57, Fim: 02:12	RECIFE(PE) - ARARIPINA(PE) (TFD)	6168
26097	5	81	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	05/02/2026	Início: 02:14, Fim: 02:19	RECIFE(PE) - ARARIPINA(PE) (TFD)	6168
26097	7	81	Br-316, Trindade - Pernambuco, Brasil	05/02/2026	Início: 05:42, Fim: 05:49	RECIFE(PE) - ARARIPINA(PE) (TFD)	6168
26097	5	81	Rodovia Br-232, Calumbi - Pernambuco, 56930-000, Brasil	05/02/2026	Início: 21:55, Fim: 22:00	RECIFE(PE) - ARARIPINA(PE) (TFD)	6168
26097	9	81	Sitio Riacho Do Mel 942, Arcoverde - Pernambuco, 56518-899, Brasil	24/02/2026	Início: 00:04, Fim: 00:13	RECIFE(PE) - PICOS(PE)	6039
26097	6	81	Rodovia BR-232, Calumbi - Pernambuco, Brasil	24/02/2026	Início: 02:31, Fim: 02:37	RECIFE(PE) - PICOS(PE)	6039
26097	14	81	Br-316 64343, Bodocó - Pernambuco, Brasil	24/02/2026	Início: 06:27, Fim: 06:41	RECIFE(PE) - PICOS(PE)	6039
26097	8	81	Rodovia BR-232, Parnamirim - Pernambuco, Brasil	26/02/2026	Início: 05:13, Fim: 05:21	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26125	20	81	Sitio Cajueiro 13, Milagres - Ceará, 63250-000, Brasil	24/02/2026	Início: 03:05, Fim: 03:25	CRATO(CE) - RECIFE(PE)	6325
26131	7	81	Rodovia Governador Mário Covas Jaboatão dos Guararapes - Pernambuco, Brasil	07/02/2026	Início: 15:15, Fim: 15:22	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6224
26134	9	81	Rodovia Pe-060, Ipojuca - Pernambuco, 55590-000, Brasil	11/02/2026	Início: 07:39, Fim: 07:48	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6054
26134	8	81	Rodovia Pe-060, Ipojuca - Pernambuco, 55590-000, Brasil	12/02/2026	Início: 06:42, Fim: 06:50	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6056
26134	8	81	Rodovia Governador Mário Covas, Jaboatão dos Guararapes - Pernambuco, 54535-070, Brasil	20/02/2026	Início: 07:25, Fim: 07:33	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2212
26164	5	81	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	04/02/2026	Início: 17:24, Fim: 17:29	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6059
26164	18	81	Icaiçara, Parnamirim, Pernambuco, Brasil	04/02/2026	Início: 19:33, Fim: 19:51	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6059
26171	8	81	Rodovia Governador Mário Covas, Caaporã - Paraíba, Brasil	07/02/2026	Início: 20:45, Fim: 20:53	RECIFE(PE) - NATAL(RN)	6149
26171	23	81	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	07/02/2026	Início: 20:57, Fim: 21:20	RECIFE(PE) - NATAL(RN)	6149
26172	5	81	Rodovia Governador Mário Covas, São Miguel dos Campos - Alagoas, Brasil	04/02/2026	Início: 02:31, Fim: 02:36	RECIFE(PE) - ARACAJU(SE)	6069
26172	19	81	Rodovia BR-232, Verdejante - Pernambuco, Brasil	10/02/2026	Início: 22:38, Fim: 22:57	RECIFE(PE) - FLORIANO(PI)	6208
26172	11	81	Sitio Caianinha 71, Sanharó - Pernambuco, 55250-000, Brasil	11/02/2026	Início: 03:39, Fim: 03:50	RECIFE(PE) - FLORIANO(PI)	6208
26172	19	81	Rodovia BR-232, Verdejante - Pernambuco, Brasil	15/02/2026	Início: 22:32, Fim: 22:51	RECIFE(PE) - FLORIANO(PI)	6208
26179	7	81	Al-101, Barra de São Miguel - Alagoas, Brasil	03/02/2026	Início: 05:33, Fim: 05:40	MACEIÓ(AL) - PETROLINA(PE)	6067
26179	6	81	Rodovia AL-220 8040, Arapiraca - Alagoas, 57309-035, Brasil	09/02/2026	Início: 03:24, Fim: 03:30	MACEIÓ(AL) - PETROLINA(PE)	6127
26191	38	81	Rodovia BR-428, Belém do São Francisco - Pernambuco, Brasil	11/02/2026	Início: 03:54, Fim: 04:32	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6295
26191	29	81	Rodovia BR-428 2, Cabrobó - Pernambuco, 56180-000, Brasil	12/02/2026	Início: 21:18, Fim: 21:47	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26191	20	81	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	12/02/2026	Início: 23:11, Fim: 23:31	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26191	23	81	Rodovia BR-428 836, Lagoa Grande - Pernambuco, 56395-000, Brasil	19/02/2026	Início: 19:54, Fim: 20:17	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6275
