VEÍCULO;DATA;MOTORISTA IDENTIFICADO?;MATRÍCULA MOTORISTA;CULPADO?;LANÇADO NO GLOBUS?;MÊS DE LANÇAMENTO;GERENTE;DESCRIÇÃO DE AVARIA;TIPO DE AVARIA;CAUSA DE AVARIA;AÇÃO TOMADA;HORÁRIO;VALOR DA AVARIA;VALOR COBRADO
6309;24/06/2025;NÃO;;;;JUNHO;;FAROL L.D / REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D;;;;-;1978,33;0
6169;22/06/2025;SIM;26511;NÃO;;JUNHO;Mário;VIDRO PORTAL CENTRAL;;;;-;673;0
6324;25/06/2025;NÃO;;;;JUNHO;;VIDRO PORTAL CENTRAL / VIDRO INFERIOR L.D;;;;-;2373,5;0
6314;20/06/2025;SIM;26093;SIM;SIM;JUNHO;Matheus;PARABRISA L.D / PARABRISA L.E / RECUPERAÇÃO DA AVARIA FRONTAL/ MOTOR DO LIMPADOR L.E/ VALVULA DISTRIBUIÇÃO PNEUMATICA FRONTAL BUSSCA;;;;-;9105,97;9105,97
6304;29/06/2025;SIM;26164;NÃO;;JUNHO;Matheus;BARRA DE REAÇÃO SUSPENSÃO TRASEIRA / PNEU NOVO / RODA DE FERRO / GUINCHO (SLU);;;;-;9679,48;0
6239;21/06/2025;NÃO;;;;JUNHO;;AVARIADO O TETO / SERPETINA E MOTORES DO EVAPORADOR/TELA DE PROTEÇÃO DANIFICADOS;;;;-;7308,52;0
6289;24/06/2025;NÃO;;;;JUNHO;;AVARIA NA PARTE SUPERIOR DO AR CONDICIONADO / SERVIÇO DE AR CONDICIONADO;;;;-;4927,72;0
6039;26/06/2025;NÃO;;;;JUNHO;;TANQUE DE COMBUSTÍVEL AVARIADO;;;;-;1235;0
6109;01/07/2025;NÃO;;;;JULHO;;GARFO,02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN,04 ABRAÇADEIRA;;;;-;7246,16;0
6179;01/07/2025;NÃO;;;;JULHO;;SUPORTE / AMORTECEDOR DIANTEIRO;;;;-;7896,99;0
6119;01/07/2025;NÃO;;;;JULHO;;SUPORTE / AMORTECEDOR DIANTEIRO;;;;-;7896,99;0
6059;03/07/2025;NÃO;;;;JULHO;;VIDRO PORTA ACESSIBILIDADE;;;;-;575,5;0
6103;03/07/2025;NÃO;;;;JULHO;;PNEU RECAPADO;;;;-;710;0
6259;04/07/2025;NÃO;;;;JULHO;;PNEU RECAPADO;;;;-;710;0
6087;04/07/2025;NÃO;;;;JULHO;;FAROL LD,FAROL NEBLINA LD,ACABAMENTO DO NEBLINA LD,REPARAÇÃO DE AVARIA FRONTAL;;;;-;1567;0
6218;15/07/2025;SIM;26654;SIM;SIM;JULHO;Mário;REPARAÇÃO DE AVARIA NO CURVÃO FRONTAL LE( PARA-CHOQUE E CHAPA) APLIQUE DO FAROL LE;;;;-;281,67;281,67
6194;15/07/2025;NÃO;;;;JULHO;;REPARAÇÃO DE AVARIA NA TAMPA TRASEIRA E PARA-CHOQUE TRASEIRO;;;;-;315;0
6015;17/07/2025;NÃO;;;;JULHO;;BOLSA DE AR AUXILIAR L/D;;;;-;875;0
6209;17/07/2025;NÃO;;;;JULHO;;RECUPERAÇÃO SUPORTE DO AMORTECEDOR AUXILIAR L/D;;;;-;2020;0
6149;17/07/2025;NÃO;;;;JULHO;;RECUPERAÇÃO SUPORTE DO AMORTECEDOR AUXILIAR L/E;;;;-;2020;0
6165;17/07/2025;SIM;26488;SIM;SIM;JULHO;Wendel;RECUPERAÇÃO DO RETROVISOR LD,LENTE SUPERIOR DO RETROVISOR LD,LENTE INFERIOR DO RETROVISOR LD;;;;-;1481,35;1481,35
6309;17/07/2025;NÃO;26066;;;JULHO;Wendel;1° VIDRO DE JANELA LD;;;;-;3108;0
6194;21/07/2025;NÃO;;;;JULHO;;REPARAÇÃO DE AVARIA NA TAMPA (CAPÔ) DO MOTOR E PARA-CHOQUE TRASEIRO;;;;-;365;0
6033;21/07/2025;NÃO;;;;JULHO;Jarbas;3° VIDRO DE JANELA SUPERIOR LD;;;;-;1139;0
6083;21/07/2025;NÃO;;;;JULHO;;REPARAÇÃO DE AVARIA NO LADO DIREITO (PORTA ACESSIBILIDADE E CAIXA DE RODA TRASEIRA);;;;-;195;0
6083;19/07/2025;NÃO;;;;JULHO;;PNEU NOVO 50% (SLU );;;;-;1207;0
6053;29/07/2025;NÃO;;;;JULHO;;RECUPERAÇÃO DA TAMPA DO PRIMEIRO MALEIRO LE, DOBRADIÇA DO MALEIRO LD, DOBRADIÇA DO MALEIRO LD;;;;-;1200,44;0
6129;29/07/2025;NÃO;;;;JULHO;;VIDRO POS MALEIRO LD;;;;-;779;0
6199;29/07/2025;SIM;25984;SIM;;JULHO;Luiz;REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO;;;;-;105;105
2222;30/07/2025;NÃO;;;;JULHO;;REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO E PORTINHOLA ABAIXO DA JANELA DO MOTORISTA;;;;-;165;0
6344;31/07/2025;SIM;25916;SIM;SIM;JULHO;Mário;REPARAÇÃO DE AVARIA NO RETROVISOR LD;;;;-;135;135
6157;01/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6238;03/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6028;04/08/2025;NÃO;-;-;-;AGOSTO;-;RECUPERAÇÃO DA TAMPA DOS CONDENSADORES NO TETO;;;;-;115;0
6189;04/08/2025;SIM;26287;SIM;NÃO;AGOSTO;Matheus;RECUPERAÇÃO DO RETROVISOR LE;;;;-;165;165
6279;04/08/2025;SIM;26428;AGUARDANDO O LAUDO;NÃO;AGOSTO;Mário;GARFO, 02 CRUZETA, CONJUNTO PONTUVA E LUVEIRA, TUBO P/CARDAN, 04 ABRAÇADEIRA;;;;-;10926,16;0
6078;07/08/2025;SIM;26181;SIM;SIM;AGOSTO;Luiz;RECUPERAÇÃO DO RETROVISOR LD;;;;-;115;115
2222;07/08/2025;NÃO;-;-;NÃO;AGOSTO;-;02 MOLA PATIM FREIO DIANT, MOLA 5 DIANT, MOLA 6 DIANT, MOLA 2 REFORÇO DIANT, MOLA 3 DIANT, MOLA 4 DIANT, 04 PORCA SEXT, PARAFUSO CENTRO DIANT;;;;-;1516,6;0
6199;08/08/2025;SIM;26606;SIM;NÃO;AGOSTO;Mário;REPARO DE AVARIA NO PARA-CHOQUE DIANTEIRO LD;;;;-;95;95
6089;08/08/2025;SIM;26537;SIM;NÃO;AGOSTO;Mário;VIDRO SOBRE JANELA DO MOTORISTA, VIDRO MOLDURA JANELA DO MOTORISRTA, RECUPERAÇÃO DO RETROVISOR LE E PARA-CHOQUE DIANTEIRO LE, REPARAÇÃO NO PRINCIPIO DE INCÊNDIO NA TRASEIRA, PLACA TRASEIRA;;;;-;2751,63;2751,63
6125;10/08/2025;SIM;26536;SIM;NÃO;AGOSTO;Mário;RECUPERAÇÃO DO PARA-CHOQUE DIANTEIRO;;;;-;215;215
6029;13/08/2025;SIM;26672;SIM;NÃO;AGOSTO;Mário;5° VIDRO JANELA SUPERIOR LE, 6° VIDRO JANELA SUPERIOR LE, REPARAÇÃO DE AVARIA NA CHAPA LATERAL LE;;;;-;2124;2124
6188;14/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6119;14/08/2025;SIM;26491;SIM;SIM;AGOSTO;Jarbas;RECUPERAÇÃO DA PORTA DA CABINE, VIDRO MOLDURA DA PORTA;;;;-;1700;1700
6158;15/08/2025;NÃO;-;-;-;AGOSTO;-;REPARAÇÃO DE AVARIA NO TETO;;;;-;115;0
6239;16/08/2025;SIM;26656;SIM;NÃO;AGOSTO;Mário;VIDRO SOBRE RETROVISOR LD;;;;-;1683;1683
6089;08/08/2025;SIM;26668;SIM;SIM;AGOSTO;Matheus;REPARAÇÃO NO PRINCIPIO DE INCÊNDIO NA TRASEIRA, PLACA TRASEIRA;;;;-;430;430
6083;15/08/2025;NÃO;-;-;-;AGOSTO;-;PARA-BRISA LD, PARA-BRISA LE;;;;-;1515;0
6054;18/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6314;19/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6058;19/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6265;22/08/2025;SIM;26609;SIM;NÃO;AGOSTO;Mário;REPARAÇÃO NA CHAPA INFERIOR LD;;;;-;105;105
6063;21/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6208;23/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU RECAPADO;;;;-;710;0
6099;24/08/2025;SIM;26428;SIM;NÃO;AGOSTO;Mário;RECUPERAÇÃO DO PARA-CHOQUE DIANTEIRO;;;;-;215;0
6056;26/08/2025;NÃO;-;-;-;AGOSTO;-;PNEU NOVO ( 31% DE BORRACHA );;;;-;760;0
6079;26/08/2025;SIM;26258;SIM;NÃO;AGOSTO;Luiz;PNEU NOVO ( 50% DE BORRACHA );;;;-;1207;0
6165;28/08/2025;SIM;26316;SIM;NÃO;AGOSTO;Wendel;LANTERNA LATERAL 1° L/E ( PROXIMO A JANELA DO MOTORISTA;;;;-;126,33;0
6205;29/08/2025;SIM;26239;NÃO;-;AGOSTO;Mário;REPARAÇÃO NA LATERAL LE, LANTERNA LATERAL LE ( 03 UNI ), LANTERNA CORUJINHA LATERAL LE;;;;-;1912,78;0
6039;30/08/2025;SIM;26753;SIM;SIM;AGOSTO;Jarbas;PARA-BRISA LD, REPARAÇÃO DE AVARIA FRONTAL;;;;-;1065;1065
6295;01/09/2025;SIM;26660;SIM;SIM;OUTUBRO;WENDEL;REPARAÇÃO NO RETROVISOR LE, LENTE DO RETROVISOR LE (SUPERIOR);;;;-;197;197
6136;01/09/2025;SIM;26198;SIM;SIM;OUTUBRO;LUIZ;2° VIDRO DE JANELA LE, JANELA VENTAROLA 2° ( JANELA LE );;;;-;2281;2281
6355;03/09/2025;SIM;26239;SIM;SIM;OUTUBRO;MARIO;REPARAÇÃO NO PARA-CHOQUE DIANTEIRO LE;;;;-;135;135
6109;05/09/2025;SIM;26090;NÃO;NÃO;;MATHEUS;REPARAÇÃO DO PARA-CHOQUE DIANTEIRO LE,PARA-BRISA LE;;;;-;865;0
6165;08/09/2025;SIM;26230;NÃO;NÃO;;WENDEL;VIDRO DE JANELA LE;;;;-;1277,92;0
6119;09/09/2025;NÃO;-;-;-;;-;REPARAÇÃO DE AVARIA NA PARTE INFERIOR LD;;;;-;165;0
6159;07/09/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6155;10/09/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6079;11/09/2025;SIM;25990;SIM;SIM;SETEMBRO;MARIO;PARA-CHOQUE DIANTEIRO;;;;-;2214,8;2214,8
6099;11/09/2025;SIM;26377;SIM;SIM;SETEMBRO;JARBAS;RECUPERAÇÃO DO RETROVISOR LD, LENTE RETROVISOR LD;;;;-;282,1;282
6239;12/09/2025;NÃO;-;-;-;;-;PNEU NOVO, RODA NOVA;;;;-;3049;0
6189;12/09/2025;NÃO;-;-;-;;-;PNEU NOVO, RODA DE ALUMINIO;;;;-;3841,5;0
6107;15/09/2025;NÃO;-;-;-;;-;PNEU NOVO, RODA DE ALUMINIO;;;;-;3841,5;0
6117;15/09/2025;NÃO;-;-;-;;-;PNEU NOVO, RODA DE ALUMINIO;;;;-;3841,5;0
6208;18/09/2025;SIM;26653;SIM;SIM;OUTUBRO;MARIO;5° JANELA LE, 6° JANELA LE;;;;-;1506;1506
6238;22/09/2025;SIM;24144;SIM;NÃO;;MARIO;VIDRO INFERIOR JANELA DO MOTORISTA, ACABAMENTO DO FAROL LE, RECUPERAÇÃO DO RETROVISOR LE;;;;-;672,19;672,19
6324;24/09/2025;SIM;26316;SIM;NÃO;;WENDEL;ULTIMO VIDRO SUPERIOR LD, REPARAÇÃO NO CURVÃO TRASEIRO E ARCO DA RODA TRASEIRA LD;;;;-;1450;1450
6229;24/09/2025;SIM;25748;SIM;SIM;OUTUBRO;MARIO;RECUPERAÇÃO DO RETROVISOR LE, LENTE RETROVISOR LE;;;;-;254;254
6304;25/09/2025;SIM;26238 / 26597;SIM;NÃO;;WENDEL;RETROVISOR LD;;;;-;5115;5115
6034;25/09/2025;SIM;26832;-;NÃO;;MARIO;PARA-BRISA LD, PARA-BRISA LE, BORRACHA PARA-BRISA, RECUPERAÇÃO DAS ESTRUTURAS ACABAMENTOS E PARA-CHOQUE FRONTAL;;;;-;3574,64;0
6027;29/09/2025;SIM;25996;NÃO;NÃO;;WENDEL;ULTIMA JANELA SUPERIOR LE, REPARAÇÃO DE AVARIA NA CHAPA LE;;;;-;1966,04;0
6285;30/09/2025;NÃO;-;-;-;;-;ULTIMA JANELA INFERIOR LD;;;;-;1270,59;0
6093;30/09/2025;NÃO;-;-;-;;-;REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO E PORTA;;;;-;95;0
6097;01/10/2025;SIM;MANOBRA;SIM;-;;PROLOG;REPARAÇÃO DE AVARIA NO PARACHQOUE TRASEIRO L.E;;;;-;130;0
6259;05/10/2025;SIM;26736;SIM;NÃO;;MARIO;VIDRO SOBRE RETROVISOR L.E, TIARA SUPERIOR L.E;;;;-;2672;0
6159;07/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6016;07/10/2025;;-;-;-;;-;REPARAÇÃO DE AVARIA PROXIMO A CAIXA DE RODA TRASEIRA L.E;;;;-;150;0
6145;08/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6127;09/10/2025;;-;-;-;;-;PNEU NOVO;;;;-;1207;0
6324;09/10/2025;SIM;26068;SIM;SIM;OUTUBRO;WENDEL;"VIDRO INFERIOR L.E "" AVARIA FEITA NO SETOR DE SÃO LUÍS """;;;;-;2101;2101
6159;11/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6198;16/10/2025;SIM;26094;NÃO;NÃO;;MARIO;FAROL L.D / REPARAÇÃO DE AVARIA FRONTAL L.D / PARABRISA L.D;;;;-;2580;0
6284;10/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6093;14/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6044;18/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6324;20/10/2025;;-;-;-;;-;PNEU NOVO;;;;-;2399;0
6139;21/10/2025;SIM;21982;SIM;NÃO;;MARIO;REPARAÇÃO DE AVARIA NO PARACHQOUE DIANTEIRO;;;;-;110;0
6335;22/10/2025;SIM;26399;SIM;SIM;OUTUBRO;MARIO;RECUPERAÇÃO DO PARACHOQUE DIANTEIRO L.E;;;;-;180;180
6016;22/10/2025;;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6255;22/10/2025;;-;-;-;;-;PNEU NOVO;;;;-;2399;0
6238;22/10/2025;SIM;25293;SIM;SIM;OUTUBRO;MARIO;RETOQUE NA PORTINHOLA;;;;-;100;100
2212;23/10/2025;;-;-;-;;-;"VALVULA REGULADORA "" BOMBA DE COMBUSTÍVEL""";;;;-;1165;0
6058;01/11/2025;SIM;25144;SIM;NÃO;;MÁRIO;PENÚLTIMA JANELA L.D;;;;-;868;0
6264;02/11/2025;NÃO;-;-;-;;-;"PNEU NOVO "" FILIAL SÃO LUÍS """;;;;-;2399;0
6063;04/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6093;06/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6294;06/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6228;06/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6195;06/11/2025;SIM;26376;NÃO;-;;MÁRIO;4° JANELA SUPEIOR L.D / APOIO INFERIOR DA JANELA;;;;-;1284,92;0
6119;08/11/2025;SIM;26769;NÃO;-;;MÁRIO;"VIDRO INFERIOR "" PÓS BANHEIRO""";;;;-;833;0
6046;12/11/2025;NÃO;-;-;-;;-;CONTROLADOR DO DESTINO AVARIADO;;;;-;3275,67;0
6284;09/11/2025;SIM;26753;NÃO;-;;JARBAS;PARABRISA L.D / PARABRISA L.E / FAROL L.D / EIXO DO LIMPADOR L.D / REPARAÇÃO DA AVARIA FRONTAL;;;;-;6885;0
6108;16/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6165;12/11/2025;SIM;26059;NÃO;-;;WENDEL;REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D;;;;-;140;0
6015;18/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6016;18/11/2025;SIM;26868;SIM;NÃO;;MÁRIO;REPARAÇÃO NO PARACHOQUE TRASEIRO;;;;-;110;110
6109;19/11/2025;SIM;26654;SIM;NÃO;;MÁRIO;RECUPERAÇÃO DO PARACHOQUE DIANTEIRO E TRÊS BASES DOS AMORTECEDORES DIANTEIRO;;;;-;280;280
6069;20/11/2025;SIM;26052;SIM;NÃO;;ROMILDO;RECUPERAÇÃO DA PORTINHOLA TRASEIRA L.D / DOBRADIÇA DA PORTINHOLA;;;;-;969,22;969,22
6295;07/11/2025;SIM;25910;DESLIGADO;DESLIGADO;;MÁRIO;RETROVISOR L.D / LANTERNA DA ÚLTIMA PORTINHOLA L.D / PORTINHOLA GRADEADA FINAL L.D / LANTERNA TRASEIRA SUPERIOR L.D / LANTERNA TRASEIRA INFERIOR L.D / REPARAÇÃO NO PARACHOQUE TRASEIRO L.D;;;;-;16604,11;0
6069;26/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6067;26/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6224;26/11/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6048;28/11/2025;SIM;26238;SIM;NÃO;;WENDEL;RETROVISOR L.D;;;;-;1618;1618
6135;20/11/2025;NÃO;-;-;-;;-;TCO;;;;-;2500;0
6198;01/12/2025;SIM;25892;DESLIGADO;NÃO;;MÁRIO;DUAS JANELAS L.E;;;;-;1678,2;0
6238;08/12/2025;NÃO;-;-;-;;-;PNEU NOVO;;;;-;2265;0
6117;07/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6205;05/12/2025;NÃO;-;-;-;;-;PNEU NOVO;;;;-;2265;0
6067;09/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6149;07/12/2025;SIM;26829;-;-;;MÁRIO;PARABRISA L.D / REPARAÇÃO NO PAACHOQUE DIANTEIRO;;;;-;825;0
6136;08/12/2025;SIM;26883;-;-;;MÁRIO;4°VIDRO LATERAL L.E;;;;-;958,5;0
6299;08/12/2025;SIM;26883;-;-;;MÁRIO;VIDRO CAPACETE L.E;;;;-;1711;0
6168;09/12/2025;SIM;26409;SIM;NÃO;;MÁRIO;ÚLTIMO VIDRO L.D / PENÚLTIMO VIDRO L.D;;;;-;1661,51;0
6067;10/12/2025;SIM;26090;-;-;;MATHEUS;PNEU RECAPADO;;;;-;710;0
6116;12/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6016;13/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6128;14/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6107;16/12/2025;SIM;26374;-;-;;MATHEUS;PNEU RECAPADO;;;;-;710;0
6117;16/12/2025;SIM;26891;-;-;;MÁRIO;PNEU RECAPADO;;;;-;710;0
6195;11/12/2025;SIM;26035;SIM;NÃO;;MÁRIO;REPARAÇÃO DO PARACHOQUE TRASEIRO L.D / LANTERNA TRASEIRA DO PARACHOQUE;;;;-;370,6;0
6129;22/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO / RODA DE ALUMÍNIO;;;;-;1710;0
2212;23/12/2025;NÃO;-;-;-;;-;DOIS AMORTECEDORES TRASEIROS;;;;-;897,34;0
6049;24/12/2025;SIM;26887;DESLIGADO;DESLIGADO;;MATHEUS;PROVOCADO PELO REBOQUE JUNTA DO CARTER SUPERIOR / JUNTA DO CARTER INFERIOR / ÓLEO DO MOTOR / CARTE DO MOTOR;;;;-;14037,93;0
6147;20/12/2025;NÃO;-;-;-;;-;REBOQUE, KIT ANEIS INJETORES, LUVA DA UNIDADE INJETORA, ANEL VED. PENEIRA BOMBA DE ÓLEO,BOMBA DAGUA, JUNTA BORRACHA BOMBA DAGUA, JUNTA TERMOSTATICA, JOGO BC STD S-4, CONEXÃO, ANEL CAMISA SUPERIOR, ANEL CAMISA INFERIOR, VALVULA TERMOSTATICA, JUNTA CARTE MOTOR, JUNTA CARTE MOTOR, JOGO DE JUNTA D13 DO CABEÇOTE, CAMISA MOTOR D13, JOGO BB STD D13 SCANIA, JOGO ANEIS SEGMENTO D13, TUBO SANGRIA D13, BIELA DO MOTOR.;;;;-;60000;0
6096;09/12/2025;SIM;25926;NÃO;NÃO;;ROMILDO;RECUPERAÇÃO DO RETROVISOR LD,BASE MÓVEL DA LENTE DO RETROVISOR, BASE INFERIOR RETROVISOR, LENTE DO RETROVISOR LD, VIDRO DA PORTA, 1° VIDRO LADO DIREITO, MATERIAIS LANTERNAGEM E PINTURA PARA RECUPERAÇÃO DA AVARIA;;;;-;7398,75;0
6119;16/12/2005;SIM;26871;SIM;NÃO;;MÁRIO;VIDRO MOLDURA DA PORTA CABINE, VIDRO CORREDIÇO DA PORTA DA CABINE, PARA-BRISA LD, REPARAÇÃO DA AVARIA FRONTAL LD (ESTRUTURA,LANTERNAGEM,PINTURA), ACABAMENTO FAROL NEBLINA LD;;;;-;2295,94;0
6087;21/12/2025;SIM;26891;SIM;NÃO;;MÁRIO;RECUPERAÇÃO DO RETROVISOR LE, SUBSTITUIDA ÚLTIMA JANELA INFERIOR LE;;;;-;1109,08;0
6067;22/12/2025;SIM;26521;SIM;SIM;;WENDEL;REPARAÇÃO DE AVARIA NA CHAPA LATERAL LD;;;;-;140;0
6077;29/12/2025;SIM;25144;SIM;NÃO;;MÁRIO;REPARAÇÃO DE AVARIA NO PARA-CHOQUE TRASEIRO LE,LANTERNA TRASEIRA INFERIOR LE;;;;-;633;0
6148;29/12/2025;SIM;26865;NÃO;NÃO;;MÁRIO;PNEU RECAPADO;;;;-;710;0
6149;29/12/2025;SIM;26889;SIM;NÃO;;ROMILDO;REPARAÇÃO NO RETROVISOR LE;;;;-;130;0
6029;31/12/2025;SIM;26463;SIM;NÃO;;MÁRIO;RECUPERAÇÃO DO RETROVISOR LE;;;;-;150;0
6229;29/12/2025;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6083;30/12/2025;NÃO;-;-;-;;-;PNEU NOVO;;;;-;2695;0
6049;20/12/2025;SIM;26887;DESLIGADO;DESLIGADO;;MATHEUS;ESTRUTURA DO PARA-BRISA LD, ESTRUTURA INFERIOR DOS PARA-BRISAS, PARA-CHOQUE DIANTEIRO , GRADE DIANTEIRA, VIDRO CAPACETE LD, VIDRO TRIANGULAR POS-PORTA, VIDRO MOLDURA DA PORTA, VIDRO CORREDIÇO DA PORTA (TRASEIRO), VIDRO CORREDIÇO DA PORTA (DIANTEIRA), PARA-BRISA LD, PARA-BRISA LE, FAROL LE, FAROL LD, ACABAMENTO ENTRE FAROIS, PARA-BRISA SUPERIOR, MATERIAS DE PINTURA E RECUPERAÇÃO DE ACABAMENTOS, MÃO DE OBRA (TERCEIRIZADA), RETROVISOR LD, DOBRADIÇA GRADE FRONTAL LD, DOBRADIÇA GRADE FRONTAL LE;;;;-;50089,85;0
6218;02/01/2026;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6274;03/01/2026;NÃO;-;-;-;;-;PNEU NOVO;;;;-;2495;0
6039;05/01/2026;SIM;26708;DESLIGADO;DESLIGADO;;MÁRIO;VIDRO DA PORTA CENTRAL;;;;-;670;0
6304;04/01/2026;SIM;25866;NÃO;-;;WENDELL;PARABRISA L.E / REPARAÇÃO DE AVARIA FRONTAL;;;;-;1810;0
6089;05/01/2026;SIM;26905;SIM;NÃO;;ALEX;ÚLTIMO VIDRO INFERIOR L.D;;;;-;1208;0
6015;06/01/2026;SIM;26213;NÃO;-;;JARBAS;ÚLTIMO VIDRO JANELA L.D;;;;-;1960,28;0
6149;07/01/2026;SIM;26376;SIM;NÃO;;ALEX;REPARO DE AVARIA NO PARACHOQUE DIANTEIRO L.D;;;;-;110;0
6209;08/01/2026;SIM;26589;SIM;NÃO;;JARBAS;2° VIDRO DA JANELA SOBRE CAPACETE;;;;-;1565;0
6179;11/01/2026;SIM;26905;NÃO;-;;ALEX;VIDRO DEJANELA PISO SUPERIOR;;;;-;1465;0
6344;15/01/2026;NÃO;-;-;-;;-;RECUPERAÇÃO DO RETROVISOR L.D;;;;-;230;0
6027;16/01/2026;SIM;25883;SIM;SIM;;ALEX;RECUPERAÇÃO DO RETROVISOR L.E;;;;-;330;0
6315;19/01/2026;SIM;24686;SIM;NÃO;;MATHEUS;REPARAÇÃO DE AVARIA NO PARACHOQUE DIANTEIRO;;;;-;150;0
6239;19/01/2026;SIM;26877;SIM;NÃO;;MATHEUS;REPARAÇÃO DE AVARIA NO PARACHOQUE TRASEIRO E TAMPA DO MOTOR , LANTERNA TRASEIRA INFERIOR L.D;;;;-;1730;0
6119;28/01/2026;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6129;28/01/2026;NÃO;-;-;-;;-;PNEU RECAPADO;;;;-;710;0
6037;27/01/2026;SIM;26399;SIM;NÃO;;ALEX;AVARIA NO PARACHOQUE DIANTEIRO;;;;-;180;0
6069;31/01/2026;SIM;26024;SIM;SIM;;JARBAS;VIDRO DE JANELA COM ABERTURA;;;;-;1189;0
6085;31/01/2026;SIM;26239;NÃO;-;;ALEX;2° PNEU RECAPADO;;;;-;1405;0
6099;02/02/2026;SIM;26409;SIM;NÃO;;ALEX;1°,2°,3° VIDRO DE JANELA SUPERIOR, VIDRO DE JANELA COM ABERTURA, ÚLTIMO VIDRO JANELA PISO SUPERIOR;;;;-;4740,5;4740,5
6017;02/02/2026;SIM;26094;SIM;SIM;;ALEX;AVARIA NO PARACHOQUE DIANTEIRO;;;;-;110;110
6179;04/02/2026;SIM;26923;SIM;NÃO;;ALEX;VIDRO DE JANELA;;;;-;2144;2144
6149;04/02/2026;NÃO;-;;;;;"TRANSMISSÃO QUEBRADA "" TRANSMISSÃO(02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN)";;;;-;5876,22;0
6147;03/02/2026;SIM;26001;SIM;NÃO;;JARBAS;2° PNEUS NOVOS;;;;-;4515;4515
6254;06/02/2026;SIM;26001;SIM;NÃO;;JARBAS;3° JANELA SUPERIOR L.E;;;;-;1480;1480
6078;09/02/2026;NÃO;-;;;;;"TRANSMISSÃO QUEBRADA "" TRANSMISSÃO(02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN)";;;;-;5876,22;0
6156;08/02/2026;SIM;26940;SIM;NÃO;;MATHEUS;2° JANELA L.D;;;;-;1838,6;1838,6
6159;09/02/2026;SIM;26376;SIM;NÃO;;ALEX;RECUPERAÇÃO DO RETROVISOR L.E;;;;-;180;180
6089;09/02/2026;NÃO;-;-;-;-;-;PARABRISA SUPERIOR;;;;-;4566;0
6067;10/02/2026;SIM;26409;SIM;SIM;;ALEX;RECUPERAÇÃO DO RETROVISOR L.D, PARABRISA L.D;;;;-;1080;1080
