VEÍCULO	DATA	MOTORISTA IDENTIFICADO?	MATRÍCULA MOTORISTA	CULPADO?	LANÇADO NO GLOBUS?	MÊS DE LANÇAMENTO	GERENTE	TIPO DE AVARIA	HORÁRIO	VALOR DA AVARIA	VALOR COBRADO
6279	04/08/2025	SIM	26428	AGUARDANDO O LAUDO	NÃO	AGOSTO	Mário	GARFO, 02 CRUZETA, CONJUNTO PONTUVA E LUVEIRA, TUBO P/CARDAN, 04 ABRAÇADEIRA	-	R$ 10.926,16	0
6078	07/08/2025	SIM	26181	SIM	SIM	AGOSTO	Luiz	RECUPERAÇÃO DO RETROVISOR LD	-	R$ 115,00	R$ 115,00
2222	07/08/2025	NÃO	-	-	NÃO	AGOSTO	-	02 MOLA PATIM FREIO DIANT, MOLA 5 DIANT, MOLA 6 DIANT, MOLA 2 REFORÇO DIANT, MOLA 3 DIANT, MOLA 4 DIANT, 04 PORCA SEXT, PARAFUSO CENTRO DIANT	-	R$ 1.516,60	0
6199	08/08/2025	SIM	26606	SIM	NÃO	AGOSTO	Mário	REPARO DE AVARIA NO PARA-CHOQUE DIANTEIRO LD	-	R$ 95,00	R$ 95,00
6089	08/08/2025	SIM	26537	SIM	NÃO	AGOSTO	Mário	VIDRO SOBRE JANELA DO MOTORISTA, VIDRO MOLDURA JANELA DO MOTORISRTA, RECUPERAÇÃO DO RETROVISOR LE E PARA-CHOQUE DIANTEIRO LE, REPARAÇÃO NO PRINCIPIO DE INCÊNDIO NA TRASEIRA, PLACA TRASEIRA	-	R$ 2.751,63	R$ 2.751,63
6125	10/08/2025	SIM	26536	SIM	NÃO	AGOSTO	Mário	RECUPERAÇÃO DO PARA-CHOQUE DIANTEIRO	-	R$ 215,00	R$ 215,00
6029	13/08/2025	SIM	26672	SIM	NÃO	AGOSTO	Mário	5° VIDRO JANELA SUPERIOR LE, 6° VIDRO JANELA SUPERIOR LE, REPARAÇÃO DE AVARIA NA CHAPA LATERAL LE	-	R$ 2.124,00	R$ 2.124,00
6188	14/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6119	14/08/2025	SIM	26491	SIM	SIM	AGOSTO	Jarbas	RECUPERAÇÃO DA PORTA DA CABINE, VIDRO MOLDURA DA PORTA	-	R$ 1.700,00	R$ 1.700,00
6158	15/08/2025	NÃO	-	-	-	AGOSTO	-	REPARAÇÃO DE AVARIA NO TETO	-	R$ 115,00	0
6239	16/08/2025	SIM	26656	SIM	NÃO	AGOSTO	Mário	VIDRO SOBRE RETROVISOR LD	-	R$ 1.683,00	R$ 1.683,00
6089	08/08/2025	SIM	26668	SIM	SIM	AGOSTO	Matheus	REPARAÇÃO NO PRINCIPIO DE INCÊNDIO NA TRASEIRA, PLACA TRASEIRA	-	R$ 430,00	R$ 430,00
6083	15/08/2025	NÃO	-	-	-	AGOSTO	-	PARA-BRISA LD, PARA-BRISA LE	-	R$ 1.515,00	0
6054	18/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6314	19/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6058	19/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6265	22/08/2025	SIM	26609	SIM	NÃO	AGOSTO	Mário	REPARAÇÃO NA CHAPA INFERIOR LD	-	R$ 105,00	R$ 105,00
6063	21/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6208	23/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6099	24/08/2025	SIM	26428	SIM	NÃO	AGOSTO	Mário	RECUPERAÇÃO DO PARA-CHOQUE DIANTEIRO	-	R$ 215,00	0
6056	26/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU NOVO ( 31% DE BORRACHA )	-	R$ 760,00	0
6079	26/08/2025	SIM	26258	SIM	NÃO	AGOSTO	Luiz	PNEU NOVO ( 50% DE BORRACHA )	-	R$ 1.207,00	0
6165	28/08/2025	SIM	26316	SIM	NÃO	AGOSTO	Wendel	LANTERNA LATERAL 1° L/E ( PROXIMO A JANELA DO MOTORISTA	-	R$ 126,33	0
6205	29/08/2025	SIM	26239	NÃO	-	AGOSTO	Mário	REPARAÇÃO NA LATERAL LE, LANTERNA LATERAL LE ( 03 UNI ), LANTERNA CORUJINHA LATERAL LE	-	R$ 1.912,78	0
6039	30/08/2025	SIM	26753	SIM	SIM	AGOSTO	Jarbas	PARA-BRISA LD, REPARAÇÃO DE AVARIA FRONTAL	-	R$ 1.065,00	R$ 1.065,00
6295	01/09/2025	SIM	26660	SIM	SIM	OUTUBRO	WENDEL	REPARAÇÃO NO RETROVISOR LE, LENTE DO RETROVISOR LE (SUPERIOR)	-	R$ 197,00	R$ 197,00
6136	01/09/2025	SIM	26198	SIM	SIM	OUTUBRO	LUIZ	2° VIDRO DE JANELA LE, JANELA VENTAROLA 2° ( JANELA LE )	-	R$ 2.281,00	R$ 2.281,00
6355	03/09/2025	SIM	26239	SIM	SIM	OUTUBRO	MARIO	REPARAÇÃO NO PARA-CHOQUE DIANTEIRO LE	-	R$ 135,00	R$ 135,00
6109	05/09/2025	SIM	26090	NÃO	NÃO		MATHEUS	REPARAÇÃO DO PARA-CHOQUE DIANTEIRO LE,PARA-BRISA LE	-	R$ 865,00	R$ 0,00
6165	08/09/2025	SIM	26230	NÃO	NÃO		WENDEL	VIDRO DE JANELA LE	-	R$ 1.277,92	R$ 0,00
6119	09/09/2025	NÃO	-	-	-		-	REPARAÇÃO DE AVARIA NA PARTE INFERIOR LD	-	R$ 165,00	R$ 0,00
6159	07/09/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6155	10/09/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6079	11/09/2025	SIM	25990	SIM	SIM	SETEMBRO	MARIO	PARA-CHOQUE DIANTEIRO	-	R$ 2.214,80	R$ 2.214,80
6099	11/09/2025	SIM	26377	SIM	SIM	SETEMBRO	JARBAS	RECUPERAÇÃO DO RETROVISOR LD, LENTE RETROVISOR LD	-	R$ 282,10	R$ 282,00
6239	12/09/2025	NÃO	-	-	-		-	PNEU NOVO, RODA NOVA	-	R$ 3.049,00	R$ 0,00
6189	12/09/2025	NÃO	-	-	-		-	PNEU NOVO, RODA DE ALUMINIO	-	R$ 3.841,50	R$ 0,00
6107	15/09/2025	NÃO	-	-	-		-	PNEU NOVO, RODA DE ALUMINIO	-	R$ 3.841,50	R$ 0,00
6117	15/09/2025	NÃO	-	-	-		-	PNEU NOVO, RODA DE ALUMINIO	-	R$ 3.841,50	R$ 0,00
6208	18/09/2025	SIM	26653	SIM	SIM	OUTUBRO	MARIO	5° JANELA LE, 6° JANELA LE	-	R$ 1.506,00	R$ 1.506,00
6238	22/09/2025	SIM	24144	SIM	NÃO		MARIO	VIDRO INFERIOR JANELA DO MOTORISTA, ACABAMENTO DO FAROL LE, RECUPERAÇÃO DO RETROVISOR LE	-	R$ 672,19	R$ 672,19
6324	24/09/2025	SIM	26316	SIM	NÃO		WENDEL	ULTIMO VIDRO SUPERIOR LD, REPARAÇÃO NO CURVÃO TRASEIRO E ARCO DA RODA TRASEIRA LD	-	R$ 1.450,00	R$ 1.450,00
6229	24/09/2025	SIM	25748	SIM	SIM	OUTUBRO	MARIO	RECUPERAÇÃO DO RETROVISOR LE, LENTE RETROVISOR LE	-	R$ 254,00	R$ 254,00
6304	25/09/2025	SIM	26238 / 26597	SIM	NÃO		WENDEL	RETROVISOR LD	-	R$ 5.115,00	R$ 5.115,00
6034	25/09/2025	SIM	26832	-	NÃO		MARIO	PARA-BRISA LD, PARA-BRISA LE, BORRACHA PARA-BRISA, RECUPERAÇÃO DAS ESTRUTURAS ACABAMENTOS E PARA-CHOQUE FRONTAL	-	R$ 3.574,64	R$ 0,00
6027	29/09/2025	SIM	25996	NÃO	NÃO		WENDEL	ULTIMA JANELA SUPERIOR LE, REPARAÇÃO DE AVARIA NA CHAPA LE	-	R$ 1.966,04	R$ 0,00
6285	30/09/2025	NÃO	-	-	-		-	ULTIMA JANELA INFERIOR LD	-	R$ 1.270,59	R$ 0,00
6093	30/09/2025	NÃO	-	-	-		-	REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO E PORTA	-	R$ 95,00	R$ 0,00
6097	01/10/2025	SIM	MANOBRA	SIM	-		PROLOG	REPARAÇÃO DE AVARIA NO PARACHQOUE TRASEIRO L.E	-	R$ 130,00	R$ 0,00
6259	05/10/2025	SIM	26736	SIM	NÃO		MARIO	VIDRO SOBRE RETROVISOR L.E, TIARA SUPERIOR L.E	-	R$ 2.672,00	R$ 0,00
6159	07/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6016	07/10/2025		-	-	-		-	REPARAÇÃO DE AVARIA PROXIMO A CAIXA DE RODA TRASEIRA L.E	-	R$ 150,00	R$ 0,00
6145	08/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6127	09/10/2025		-	-	-		-	PNEU NOVO	-	R$ 1.207,00	R$ 0,00
6324	09/10/2025	SIM	26068	SIM	SIM	OUTUBRO	WENDEL	VIDRO INFERIOR L.E " AVARIA FEITA NO SETOR DE SÃO LUÍS "	-	R$ 2.101,00	R$ 2.101,00
6159	11/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6198	16/10/2025	SIM	26094	NÃO	NÃO		MARIO	FAROL L.D / REPARAÇÃO DE AVARIA FRONTAL L.D / PARABRISA L.D	-	R$ 2.580,00	R$ 0,00
6284	10/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6093	14/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6044	18/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6324	20/10/2025		-	-	-		-	PNEU NOVO	-	R$ 2.399,00	R$ 0,00
6139	21/10/2025	SIM	21982	SIM	NÃO		MARIO	REPARAÇÃO DE AVARIA NO PARACHQOUE DIANTEIRO	-	R$ 110,00	R$ 0,00
6335	22/10/2025	SIM	26399	SIM	SIM	OUTUBRO	MARIO	RECUPERAÇÃO DO PARACHOQUE DIANTEIRO L.E	-	R$ 180,00	R$ 180,00
6016	22/10/2025		-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6255	22/10/2025		-	-	-		-	PNEU NOVO	-	R$ 2.399,00	R$ 0,00
6238	22/10/2025	SIM	25293	SIM	SIM	OUTUBRO	MARIO	RETOQUE NA PORTINHOLA	-	R$ 100,00	R$ 100,00
2212	23/10/2025		-	-	-		-	VALVULA REGULADORA " BOMBA DE COMBUSTÍVEL"	-	R$ 1.165,00	R$ 0,00
6058	01/11/2025	SIM	25144	SIM	NÃO		MÁRIO	PENÚLTIMA JANELA L.D	-	R$ 868,00	R$ 0,00
6264	02/11/2025	NÃO	-	-	-		-	PNEU NOVO " FILIAL SÃO LUÍS "	-	R$ 2.399,00	R$ 0,00
6063	04/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6093	06/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6294	06/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6228	06/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6195	06/11/2025	SIM	26376	NÃO	-		MÁRIO	4° JANELA SUPEIOR L.D / APOIO INFERIOR DA JANELA	-	R$ 1.284,92	R$ 0,00
6119	08/11/2025	SIM	26769	NÃO	-		MÁRIO	VIDRO INFERIOR " PÓS BANHEIRO"	-	R$ 833,00	R$ 0,00
6046	12/11/2025	NÃO	-	-	-		-	CONTROLADOR DO DESTINO AVARIADO	-	R$ 3.275,67	R$ 0,00
6284	09/11/2025	SIM	26753	NÃO	-		JARBAS	PARABRISA L.D / PARABRISA L.E / FAROL L.D / EIXO DO LIMPADOR L.D / REPARAÇÃO DA AVARIA FRONTAL	-	R$ 6.885,00	R$ 0,00
6108	16/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6165	12/11/2025	SIM	26059	NÃO	-		WENDEL	REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D	-	R$ 140,00	R$ 0,00
6015	18/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6016	18/11/2025	SIM	26868	SIM	NÃO		MÁRIO	REPARAÇÃO NO PARACHOQUE TRASEIRO	-	R$ 110,00	R$ 110,00
6109	19/11/2025	SIM	26654	SIM	NÃO		MÁRIO	RECUPERAÇÃO DO PARACHOQUE DIANTEIRO E TRÊS BASES DOS AMORTECEDORES DIANTEIRO	-	R$ 280,00	R$ 280,00
6069	20/11/2025	SIM	26052	SIM	NÃO		ROMILDO	RECUPERAÇÃO DA PORTINHOLA TRASEIRA L.D / DOBRADIÇA DA PORTINHOLA	-	R$ 969,22	R$ 969,22
6295	07/11/2025	SIM	25910	DESLIGADO	DESLIGADO		MÁRIO	RETROVISOR L.D / LANTERNA DA ÚLTIMA PORTINHOLA L.D / PORTINHOLA GRADEADA FINAL L.D / LANTERNA TRASEIRA SUPERIOR L.D / LANTERNA TRASEIRA INFERIOR L.D / REPARAÇÃO NO PARACHOQUE TRASEIRO L.D	-	R$ 16.604,11	R$ 0,00
6069	26/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6067	26/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6224	26/11/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6048	28/11/2025	SIM	26238	SIM	NÃO		WENDEL	RETROVISOR L.D	-	R$ 1.618,00	R$ 1.618,00
6135	20/11/2025	NÃO	-	-	-		-	TCO	-	R$ 2.500,00	R$ 0,00
6198	01/12/2025	SIM	25892	DESLIGADO	NÃO		MÁRIO	DUAS JANELAS L.E	-	R$ 1.678,20	R$ 0,00
6238	08/12/2025	NÃO	-	-	-		-	PNEU NOVO	-	R$ 2.265,00	R$ 0,00
6117	07/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6205	05/12/2025	NÃO	-	-	-		-	PNEU NOVO	-	R$ 2.265,00	R$ 0,00
6067	09/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6149	07/12/2025	SIM	26829	-	-		MÁRIO	PARABRISA L.D / REPARAÇÃO NO PAACHOQUE DIANTEIRO	-	R$ 825,00	R$ 0,00
6136	08/12/2025	SIM	26883	-	-		MÁRIO	4°VIDRO LATERAL L.E	-	R$ 958,50	R$ 0,00
6299	08/12/2025	SIM	26883	-	-		MÁRIO	VIDRO CAPACETE L.E	-	R$ 1.711,00	R$ 0,00
6168	09/12/2025	SIM	26409	SIM	NÃO		MÁRIO	ÚLTIMO VIDRO L.D / PENÚLTIMO VIDRO L.D	-	R$ 1.661,51	R$ 0,00
6067	10/12/2025	SIM	26090	-	-		MATHEUS	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6116	12/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6016	13/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6128	14/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6107	16/12/2025	SIM	26374	-	-		MATHEUS	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6117	16/12/2025	SIM	26891	-	-		MÁRIO	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6195	11/12/2025	SIM	26035	SIM	NÃO		MÁRIO	REPARAÇÃO DO PARACHOQUE TRASEIRO L.D / LANTERNA TRASEIRA DO PARACHOQUE	-	R$ 370,60	R$ 0,00
6129	22/12/2025	NÃO	-	-	-		-	PNEU RECAPADO / RODA DE ALUMÍNIO	-	R$ 1.710,00	R$ 0,00
2212	23/12/2025	NÃO	-	-	-		-	DOIS AMORTECEDORES TRASEIROS	-	R$ 897,34	R$ 0,00
6049	24/12/2025	SIM	26887	DESLIGADO	DESLIGADO		MATHEUS	PROVOCADO PELO REBOQUE JUNTA DO CARTER SUPERIOR / JUNTA DO CARTER INFERIOR / ÓLEO DO MOTOR / CARTE DO MOTOR	-	R$ 14.037,93	R$ 0,00
6147	20/12/2025	NÃO	-	-	-		-	REBOQUE, KIT ANEIS INJETORES, LUVA DA UNIDADE INJETORA, ANEL VED. PENEIRA BOMBA DE ÓLEO,BOMBA DAGUA, JUNTA BORRACHA BOMBA DAGUA, JUNTA TERMOSTATICA, JOGO BC STD S-4, CONEXÃO, ANEL CAMISA SUPERIOR, ANEL CAMISA INFERIOR, VALVULA TERMOSTATICA, JUNTA CARTE MOTOR, JUNTA CARTE MOTOR, JOGO DE JUNTA D13 DO CABEÇOTE, CAMISA MOTOR D13, JOGO BB STD D13 SCANIA, JOGO ANEIS SEGMENTO D13, TUBO SANGRIA D13, BIELA DO MOTOR.	-	R$ 60.000,00	R$ 0,00
6096	09/12/2025	SIM	25926	NÃO	NÃO		ROMILDO	RECUPERAÇÃO DO RETROVISOR LD,BASE MÓVEL DA LENTE DO RETROVISOR, BASE INFERIOR RETROVISOR, LENTE DO RETROVISOR LD, VIDRO DA PORTA, 1° VIDRO LADO DIREITO, MATERIAIS LANTERNAGEM E PINTURA PARA RECUPERAÇÃO DA AVARIA	-	R$ 7.398,75	R$ 0,00
6119	16/12/2005	SIM	26871	SIM	NÃO		MÁRIO	VIDRO MOLDURA DA PORTA CABINE, VIDRO CORREDIÇO DA PORTA DA CABINE, PARA-BRISA LD, REPARAÇÃO DA AVARIA FRONTAL LD (ESTRUTURA,LANTERNAGEM,PINTURA), ACABAMENTO FAROL NEBLINA LD	-	R$ 2.295,94	R$ 0,00
6087	21/12/2025	SIM	26891	SIM	NÃO		MÁRIO	RECUPERAÇÃO DO RETROVISOR LE, SUBSTITUIDA ÚLTIMA JANELA INFERIOR LE	-	R$ 1.109,08	R$ 0,00
6067	22/12/2025	SIM	26521	SIM	SIM		WENDEL	REPARAÇÃO DE AVARIA NA CHAPA LATERAL LD	-	R$ 140,00	R$ 0,00
6077	29/12/2025	SIM	25144	SIM	NÃO		MÁRIO	REPARAÇÃO DE AVARIA NO PARA-CHOQUE TRASEIRO LE,LANTERNA TRASEIRA INFERIOR LE	-	R$ 633,00	R$ 0,00
6148	29/12/2025	SIM	26865	NÃO	NÃO		MÁRIO	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6149	29/12/2025	SIM	26889	SIM	NÃO		ROMILDO	REPARAÇÃO NO RETROVISOR LE	-	R$ 130,00	R$ 0,00
6029	31/12/2025	SIM	26463	SIM	NÃO		MÁRIO	RECUPERAÇÃO DO RETROVISOR LE	-	R$ 150,00	R$ 0,00
6229	29/12/2025	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6083	30/12/2025	NÃO	-	-	-		-	PNEU NOVO	-	R$ 2.695,00	R$ 0,00
6049	20/12/2025	SIM	26887	DESLIGADO	DESLIGADO		MATHEUS	ESTRUTURA DO PARA-BRISA LD, ESTRUTURA INFERIOR DOS PARA-BRISAS, PARA-CHOQUE DIANTEIRO , GRADE DIANTEIRA, VIDRO CAPACETE LD, VIDRO TRIANGULAR POS-PORTA, VIDRO MOLDURA DA PORTA, VIDRO CORREDIÇO DA PORTA (TRASEIRO), VIDRO CORREDIÇO DA PORTA (DIANTEIRA), PARA-BRISA LD, PARA-BRISA LE, FAROL LE, FAROL LD, ACABAMENTO ENTRE FAROIS, PARA-BRISA SUPERIOR, MATERIAS DE PINTURA E RECUPERAÇÃO DE ACABAMENTOS, MÃO DE OBRA (TERCEIRIZADA), RETROVISOR LD, DOBRADIÇA GRADE FRONTAL LD, DOBRADIÇA GRADE FRONTAL LE	-	R$ 50.089,85	R$ 0,00
6218	02/01/2026	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6274	03/01/2026	NÃO	-	-	-		-	PNEU NOVO	-	R$ 2.495,00	R$ 0,00
6039	05/01/2026	SIM	26708	DESLIGADO	DESLIGADO		MÁRIO	VIDRO DA PORTA CENTRAL	-	R$ 670,00	R$ 0,00
6304	04/01/2026	SIM	25866	NÃO	-		WENDELL	PARABRISA L.E / REPARAÇÃO DE AVARIA FRONTAL	-	R$ 1.810,00	R$ 0,00
6089	05/01/2026	SIM	26905	SIM	NÃO		ALEX	ÚLTIMO VIDRO INFERIOR L.D	-	R$ 1.208,00	R$ 0,00
6015	06/01/2026	SIM	26213	NÃO	-		JARBAS	ÚLTIMO VIDRO JANELA L.D	-	R$ 1.960,28	R$ 0,00
6149	07/01/2026	SIM	26376	SIM	NÃO		ALEX	REPARO DE AVARIA NO PARACHOQUE DIANTEIRO L.D	-	R$ 110,00	R$ 0,00
6209	08/01/2026	SIM	26589	SIM	NÃO		JARBAS	2° VIDRO DA JANELA SOBRE CAPACETE	-	R$ 1.565,00	R$ 0,00
6179	11/01/2026	SIM	26905	NÃO	-		ALEX	VIDRO DEJANELA PISO SUPERIOR	-	R$ 1.465,00	R$ 0,00
6344	15/01/2026	NÃO	-	-	-		-	RECUPERAÇÃO DO RETROVISOR L.D	-	R$ 230,00	R$ 0,00
6027	16/01/2026	SIM	25883	SIM	SIM		ALEX	RECUPERAÇÃO DO RETROVISOR L.E	-	R$ 330,00	R$ 0,00
6315	19/01/2026	SIM	24686	SIM	NÃO		MATHEUS	REPARAÇÃO DE AVARIA NO PARACHOQUE DIANTEIRO	-	R$ 150,00	R$ 0,00
6239	19/01/2026	SIM	26877	SIM	NÃO		MATHEUS	REPARAÇÃO DE AVARIA NO PARACHOQUE TRASEIRO E TAMPA DO MOTOR , LANTERNA TRASEIRA INFERIOR L.D	-	R$ 1.730,00	R$ 0,00
6119	28/01/2026	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6129	28/01/2026	NÃO	-	-	-		-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6037	27/01/2026	SIM	26399	SIM	NÃO		ALEX	AVARIA NO PARACHOQUE DIANTEIRO	-	R$ 180,00	R$ 0,00
6069	31/01/2026	SIM	26024	SIM	SIM		JARBAS	VIDRO DE JANELA COM ABERTURA	-	R$ 1.189,00	R$ 0,00
6085	31/01/2026	SIM	26239	NÃO	-		ALEX	2° PNEU RECAPADO	-	R$ 1.405,00	R$ 0,00
6099	02/02/2026	SIM	26409	SIM	NÃO		ALEX	1°,2°,3° VIDRO DE JANELA SUPERIOR, VIDRO DE JANELA COM ABERTURA, ÚLTIMO VIDRO JANELA PISO SUPERIOR	-	R$ 4.740,50	R$ 4.740,50
6017	02/02/2026	SIM	26094	SIM	SIM		ALEX	AVARIA NO PARACHOQUE DIANTEIRO	-	R$ 110,00	R$ 110,00
6179	04/02/2026	SIM	26923	SIM	NÃO		ALEX	VIDRO DE JANELA	-	R$ 2.144,00	R$ 2.144,00
6149	04/02/2026	NÃO	-					TRANSMISSÃO QUEBRADA " TRANSMISSÃO(02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN)	-	R$ 5.876,22	R$ 0,00
6147	03/02/2026	SIM	26001	SIM	NÃO		JARBAS	2° PNEUS NOVOS	-	R$ 4.515,00	R$ 4.515,00
6254	06/02/2026	SIM	26001	SIM	NÃO		JARBAS	3° JANELA SUPERIOR L.E	-	R$ 1.480,00	R$ 1.480,00
6078	09/02/2026	NÃO	-					TRANSMISSÃO QUEBRADA " TRANSMISSÃO(02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN)	-	R$ 5.876,22	R$ 0,00
6156	08/02/2026	SIM	26940	SIM	NÃO		MATHEUS	2° JANELA L.D	-	R$ 1.838,60	R$ 1.838,60
6159	09/02/2026	SIM	26376	SIM	NÃO		ALEX	RECUPERAÇÃO DO RETROVISOR L.E	-	R$ 180,00	R$ 180,00
6089	09/02/2026	NÃO	-	-	-	-	-	PARABRISA SUPERIOR	-	R$ 4.566,00	R$ 0,00
6067	10/02/2026	SIM	26409	SIM	SIM		ALEX	RECUPERAÇÃO DO RETROVISOR L.D, PARABRISA L.D	-	R$ 1.080,00	R$ 1.080,00
6294	10/02/2026	SIM	26357	SIM	NÃO		JARBAS	VIDRO TAMPA PRIMEIRO MALEIRO L.D, RECUPERAÇÃO DA TAMPA DO 1°MALEIRO L.D	-	R$ 622,06	R$ 622,06
6129	10/02/2026	NÃO	-	-	-		-	PNEU NOVO	-	R$ 2.265,00	R$ 0,00
6178	11/02/2026	NÃO	-	-	-		-	LANTERNA INFERIOR TRASEIRA L.D / REPARAÇÃO DE AVARIA NA PARTE TRASEIRA L.E	-	R$ 756,50	R$ 0,00
6143	14/02/2026	SIM	26865	SIM	NÃO		ALEX	SUPORTE DO FAROL DE MILHA L.D, FAROL DE MILHA L.D, FAROL DE NEBLINA L.D,AVARIA NO PARACHOQUE DIANTEIRO L.D	-	R$ 639,78	R$ 639,78
6229	16/02/2026	SIM	26904	SIM	DESLIGADO	-	ALEX	PARABRISA L.E, RECUPERAÇÃO DO PARACHOQUE DIANTEIRO E ESTRUTURAS, FAROL L.E, FAROL NEBLINA L.E	-	R$ 4.520,00	R$ 4.520,00
6265	17/02/2026	SIM	26769	SIM	NÃO		ALEX	PENÚLTIMO VIDRO INFERIOR L.D,LANTERNA ENTRE RODAS TRASEIRA L.D	-	R$ 1.238,63	R$ 1.238,63
6017	17/02/2026	SIM	26094	SIM	SIM		ALEX	RECUPERAÇÃO DO PARACHOQUE DIANTEIRO	-	R$ 190,00	R$ 190,00
6159	17/02/2026	SIM	26364	SIM	NÃO		ALEX	VIDRO SANITÁRIO SUPERIOR L.D, VIDRO VENTAROLA DO SANITÁRIO	-	R$ 2.898,00	R$ 2.898,00
6073	22/02/2026	NÃO	-	-	-	-	-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6043	22/02/2026	NÃO	-	-	-	-	-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6017	25/02/2026	NÃO	-	-	-	-	-	RECUPERAÇÃO DO PARACHOQUE TRASEIRO	-	R$ 150,00	R$ 0,00
6194	25/02/2026	NÃO	-	-	-	-	-	REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D	-	R$ 110,00	R$ 0,00
6096	25/02/2026	NÃO	-	-	-	-	-	REPARAÇÃO DE PINTURA SOBRE A LOGAMARCA L.D	-	R$ 180,00	R$ 0,00
6245	26/02/2026	NÃO	-	-			-	PNEU RECAPADO	-	R$ 710,00	R$ 0,00
6046	24/02/2026	SIM	26830	NÃO	DESLIGADO	-	ALEX	ÚLTIMA PORTINHOLA TAMPA GRADEADA L.E, REPARAÇÃO DE AVARIA NO CURVÃO E PARACHOQUE TRASEIRO L.E	-	R$ 1.230,00	R$ 0,00
6095	28/02/2026	SIM	26936	NÃO	-	-	ALEX	RECUPERAÇÃO DO PARACHOQUE TRASEIRO E TAMPA "CAPÔ" DO MOTOR , LANTERNAGEM INFERIOR TRASEIRO L.D	-	R$ 1.004,39	R$ 0,00
