Prefixo do Veículo;Data;Operacional (KM);Ociosa (KM);Total (KM)
6324;01/02/2026;1179.1;13.4;1192.5
6025;04/02/2026;177.1;13.3;190.4
6029;14/02/2026;1188.7;13.3;1202
6038;03/02/2026;622.3;13.3;635.6
6089;08/02/2026;924;13.3;937.3
6103;20/02/2026;1165.5;13.3;1178.8
6119;04/02/2026;1179.2;13.3;1192.5
6119;24/02/2026;931;13.3;944.3
6125;10/02/2026;385.5;13.3;398.8
6139;19/02/2026;597.1;13.3;610.4
6054;13/02/2026;128.9;13.2;142.1
6259;08/02/2026;372.9;13.2;386.1
6126;10/02/2026;486.1;13.1;499.2
6128;03/02/2026;420.3;13.1;433.4
6165;03/02/2026;1040.7;13.1;1053.8
6299;22/02/2026;621.1;13.1;634.2
6344;15/02/2026;1052.9;13.1;1066
6137;07/02/2026;365.9;129.9;495.8
6136;05/02/2026;391.7;129.8;521.5
6096;02/02/2026;128.8;129.6;258.4
6249;01/02/2026;252.5;129.6;382.1
6076;28/02/2026;237.8;129.5;367.3
6095;06/02/2026;483.2;129.5;612.7
6029;17/02/2026;187;129.4;316.4
6056;22/02/2026;;129.3;129.3
2232;23/02/2026;379.7;129.2;508.9
6138;23/02/2026;445.1;129.1;574.2
6156;28/02/2026;258.3;129.1;387.4
6224;06/02/2026;124.4;129.1;253.5
6017;23/02/2026;295.1;128.9;424
2252;09/02/2026;;128.6;128.6
2262;16/02/2026;;128.6;128.6
6036;23/02/2026;258.1;128.6;386.7
6147;01/02/2026;98.9;128.6;227.5
6169;01/02/2026;126.6;128.5;255.1
6075;05/02/2026;179;128.3;307.3
6249;27/02/2026;498.3;128.3;626.6
6033;15/02/2026;252.5;128.2;380.7
6259;02/02/2026;126.3;128.2;254.5
6108;25/02/2026;128.7;128.1;256.8
6016;06/02/2026;;127.9;127.9
6128;04/02/2026;603.8;127.9;731.7
6026;07/02/2026;260.3;127.8;388.1
6235;01/02/2026;863.6;127.8;991.4
6289;25/02/2026;369.9;127.6;497.5
2272;01/02/2026;;127.3;127.3
6218;06/02/2026;176.2;127.3;303.5
6155;18/02/2026;144.8;126.6;271.4
6136;09/02/2026;133.5;126.4;259.9
6249;19/02/2026;375.7;126.3;502
6269;01/02/2026;;125.7;125.7
6249;23/02/2026;495.2;125.6;620.8
2319;03/02/2026;;125.5;125.5
6138;15/02/2026;;125.4;125.4
6178;12/02/2026;;125.2;125.2
6029;07/02/2026;551;125.1;676.1
2272;09/02/2026;;124.9;124.9
6269;26/02/2026;374.2;124.9;499.1
6126;08/02/2026;263;123.9;386.9
6355;08/02/2026;968.1;123.8;1091.9
2242;04/02/2026;;123.3;123.3
2272;04/02/2026;;123.2;123.2
6229;02/02/2026;224.8;123.2;348
6036;04/02/2026;263.4;122.2;385.6
6135;23/02/2026;;121.9;121.9
2232;21/02/2026;354.9;121.6;476.5
6118;13/02/2026;;120.3;120.3
6019;24/02/2026;732.3;12.9;745.2
6029;01/02/2026;593.4;12.9;606.3
6038;25/02/2026;624.3;12.9;637.2
6093;13/02/2026;1173.2;12.9;1186.1
6116;07/02/2026;332.8;12.9;345.7
6158;19/02/2026;129;12.9;141.9
6185;17/02/2026;717.2;12.9;730.1
6219;02/02/2026;623.8;12.9;636.7
6355;06/02/2026;1016.1;12.9;1029
6274;15/02/2026;584.6;12.8;597.4
6289;05/02/2026;625.6;12.8;638.4
6355;02/02/2026;1041.6;12.8;1054.4
2252;28/02/2026;;12.7;12.7
6018;10/02/2026;630.1;12.7;642.8
6054;07/02/2026;620.9;12.7;633.6
6075;21/02/2026;354.7;12.7;367.4
6078;04/02/2026;603.8;12.7;616.5
6138;22/02/2026;604.4;12.7;617.1
6195;08/02/2026;1044.1;12.7;1056.8
6215;01/02/2026;1045.1;12.7;1057.8
6279;01/02/2026;622.5;12.7;635.2
6279;20/02/2026;890.3;12.7;903
6289;26/02/2026;624;12.7;636.7
6335;04/02/2026;1043;12.7;1055.7
6096;04/02/2026;598.2;12.6;610.8
6105;05/02/2026;456.9;12.6;469.5
6155;23/02/2026;373.9;12.6;386.5
6225;06/02/2026;979.4;12.6;992
6289;03/02/2026;506.8;12.6;519.4
6043;10/02/2026;898.7;12.5;911.2
6086;04/02/2026;128.7;12.5;141.2
6086;05/02/2026;622.2;12.5;634.7
6089;16/02/2026;589.1;12.5;601.6
6105;10/02/2026;128.7;12.5;141.2
6107;02/02/2026;600.4;12.5;612.9
6108;12/02/2026;622.6;12.5;635.1
6118;02/02/2026;288.8;12.5;301.3
6129;25/02/2026;759.1;12.5;771.6
6157;03/02/2026;566.3;12.5;578.8
6158;20/02/2026;622;12.5;634.5
6325;06/02/2026;1038.5;12.5;1051
6127;14/02/2026;585.8;12.4;598.2
6136;25/02/2026;305.3;12.4;317.7
6194;21/02/2026;298.1;12.4;310.5
6274;16/02/2026;818.1;12.4;830.5
6289;23/02/2026;900.3;12.4;912.7
6073;14/02/2026;595.5;12.3;607.8
6088;04/02/2026;623.1;12.3;635.4
6093;05/02/2026;744.2;12.3;756.5
6118;04/02/2026;304.3;12.3;316.6
6147;06/02/2026;631.8;12.3;644.1
6309;13/02/2026;756;12.3;768.3
6155;13/02/2026;;12.2;12.2
6155;22/02/2026;353.1;12.2;365.3
6275;11/02/2026;357.6;12.2;369.8
6017;26/02/2026;829.7;12.1;841.8
6108;07/02/2026;629.5;12.1;641.6
6249;06/02/2026;621.5;12.1;633.6
6016;03/02/2026;;119.7;119.7
6063;02/02/2026;692.8;119.4;812.2
6294;22/02/2026;36.4;1181.5;1217.9
6035;22/02/2026;353.7;118.8;472.5
6036;05/02/2026;;118.8;118.8
6229;24/02/2026;336.2;118.8;455
6145;05/02/2026;494.9;118.1;613
6077;10/02/2026;836;117.4;953.4
6107;23/02/2026;258.1;116.5;374.6
6058;02/02/2026;565.4;115.9;681.3
6139;16/02/2026;1060.3;114.8;1175.1
6229;04/02/2026;114.3;114.7;229
6294;24/02/2026;;1137.6;1137.6
6019;21/02/2026;942;113.5;1055.5
6068;01/02/2026;126.5;112.5;239
2232;25/02/2026;356.4;111.2;467.6
6229;16/02/2026;;110.2;110.2
6037;27/02/2026;636.6;11.9;648.5
6056;28/02/2026;399.7;11.9;411.6
6063;04/02/2026;599;11.9;610.9
6194;25/02/2026;293.8;11.9;305.7
6245;20/02/2026;1079.7;11.9;1091.6
6289;14/02/2026;424.1;11.9;436
6043;06/02/2026;983.6;11.8;995.4
6126;11/02/2026;432.7;11.8;444.5
6165;07/02/2026;1041.6;11.8;1053.4
6209;03/02/2026;1022.3;11.8;1034.1
6255;24/02/2026;1086.6;11.8;1098.4
6015;18/02/2026;810.3;11.7;822
6059;25/02/2026;;11.7;11.7
6097;23/02/2026;797.6;11.7;809.3
6149;14/02/2026;588.1;11.7;599.8
6189;03/02/2026;760.2;11.7;771.9
6205;22/02/2026;1078;11.7;1089.7
6255;02/02/2026;1053.8;11.7;1065.5
6037;03/02/2026;696.2;11.6;707.8
6053;24/02/2026;892.6;11.6;904.2
6139;06/02/2026;585.1;11.6;596.7
6179;25/02/2026;589.7;11.6;601.3
6265;06/02/2026;137.9;11.6;149.5
6265;12/02/2026;781.3;11.6;792.9
6275;13/02/2026;997.3;11.6;1008.9
6018;18/02/2026;627.2;11.5;638.7
6038;15/02/2026;768.9;11.5;780.4
6053;12/02/2026;1001.1;11.5;1012.6
6077;28/02/2026;584.6;11.5;596.1
6095;08/02/2026;511.6;11.5;523.1
6156;20/02/2026;476.5;11.5;488
6158;28/02/2026;630.5;11.5;642
6279;18/02/2026;244.6;11.5;256.1
6015;24/02/2026;465.3;11.4;476.7
6045;11/02/2026;476.5;11.4;487.9
6053;05/02/2026;920.6;11.4;932
6089;14/02/2026;896.6;11.4;908
6096;22/02/2026;475.3;11.4;486.7
6148;22/02/2026;631.8;11.4;643.2
6204;12/02/2026;764.1;11.4;775.5
6205;19/02/2026;1100.2;11.4;1111.6
6215;10/02/2026;1036.3;11.4;1047.7
6225;16/02/2026;980.2;11.4;991.6
6225;21/02/2026;650.8;11.4;662.2
6275;18/02/2026;998.9;11.4;1010.3
6275;20/02/2026;1091.8;11.4;1103.2
6025;27/02/2026;631.5;11.3;642.8
6029;08/02/2026;593.2;11.3;604.5
6037;06/02/2026;590.6;11.3;601.9
6053;14/02/2026;863.4;11.3;874.7
6073;23/02/2026;896.7;11.3;908
6083;07/02/2026;596.3;11.3;607.6
6083;12/02/2026;296.4;11.3;307.7
6139;20/02/2026;297.2;11.3;308.5
6146;14/02/2026;251.7;11.3;263
6168;27/02/2026;477.8;11.3;489.1
6019;06/02/2026;661.3;11.2;672.5
6025;26/02/2026;251.9;11.2;263.1
6048;17/02/2026;669.7;11.2;680.9
6063;25/02/2026;815.9;11.2;827.1
6073;08/02/2026;598.4;11.2;609.6
6139;10/02/2026;589;11.2;600.2
6205;07/02/2026;862.7;11.2;873.9
6324;18/02/2026;584.8;11.2;596
6335;13/02/2026;1091;11.2;1102.2
6069;28/02/2026;585.9;11.1;597
6089;05/02/2026;816;11.1;827.1
6093;14/02/2026;289.1;11.1;300.2
6109;14/02/2026;655.4;11.1;666.5
6116;27/02/2026;633.1;11.1;644.2
6126;26/02/2026;251.5;11.1;262.6
6127;22/02/2026;592.2;11.1;603.3
6139;25/02/2026;587.5;11.1;598.6
6156;25/02/2026;597.1;11.1;608.2
6225;08/02/2026;1045.6;11.1;1056.7
6235;21/02/2026;1074.4;11.1;1085.5
6249;13/02/2026;627.8;11.1;638.9
6345;06/02/2026;1139.3;11.1;1150.4
6224;14/02/2026;610.4;107.7;718.1
6105;28/02/2026;580;107.4;687.4
6093;26/02/2026;838.5;105.8;944.3
6299;09/02/2026;303.6;104.4;408
6294;19/02/2026;;1038.7;1038.7
6089;25/02/2026;;1032.6;1032.6
6135;07/02/2026;639.6;103.6;743.2
6145;21/02/2026;619.2;103.4;722.6
6093;25/02/2026;962.2;103.3;1065.5
6149;02/02/2026;;103.3;103.3
6204;19/02/2026;476.3;101.3;577.6
6097;27/02/2026;271.5;1008.4;1279.9
6089;12/02/2026;892.6;100.5;993.1
6048;11/02/2026;453.2;10.9;464.1
6067;27/02/2026;582.7;10.9;593.6
6138;24/02/2026;754.1;10.9;765
6239;22/02/2026;643.2;10.9;654.1
6265;10/02/2026;473;10.9;483.9
6295;28/02/2026;1097;10.9;1107.9
6325;28/02/2026;1070.6;10.9;1081.5
6335;18/02/2026;1105.1;10.9;1116
6059;26/02/2026;903.4;10.8;914.2
6125;19/02/2026;413.9;10.8;424.7
6157;05/02/2026;572.6;10.8;583.4
6165;10/02/2026;1040.5;10.8;1051.3
6195;04/02/2026;1057.2;10.8;1068
6205;28/02/2026;825.3;10.8;836.1
6225;12/02/2026;1041.8;10.8;1052.6
6239;27/02/2026;829.3;10.8;840.1
6239;28/02/2026;628.3;10.8;639.1
6345;12/02/2026;1039.3;10.8;1050.1
6028;25/02/2026;618.1;10.7;628.8
6053;22/02/2026;904.6;10.7;915.3
6079;14/02/2026;822.4;10.7;833.1
6079;19/02/2026;921.3;10.7;932
6088;11/02/2026;595.7;10.7;606.4
6119;02/02/2026;1295.1;10.7;1305.8
6185;06/02/2026;1089.5;10.7;1100.2
6229;01/02/2026;571.1;10.7;581.8
6295;19/02/2026;1093.6;10.7;1104.3
6345;23/02/2026;970.4;10.7;981.1
6028;06/02/2026;760;10.6;770.6
6033;23/02/2026;892.1;10.6;902.7
6043;08/02/2026;964.8;10.6;975.4
6076;01/02/2026;454.4;10.6;465
6103;07/02/2026;642.2;10.6;652.8
6105;17/02/2026;829.6;10.6;840.2
6139;21/02/2026;586.5;10.6;597.1
6139;22/02/2026;527.7;10.6;538.3
6165;27/02/2026;1096.5;10.6;1107.1
6175;18/02/2026;813.6;10.6;824.2
6285;07/02/2026;898;10.6;908.6
6325;22/02/2026;803.2;10.6;813.8
6028;21/02/2026;618;10.5;628.5
6035;15/02/2026;588.8;10.5;599.3
6089;15/02/2026;636.4;10.5;646.9
6109;22/02/2026;604.7;10.5;615.2
6199;27/02/2026;899.7;10.5;910.2
6215;07/02/2026;1105.4;10.5;1115.9
6015;06/02/2026;430.9;10.4;441.3
6078;01/02/2026;176.6;10.4;187
6085;04/02/2026;738.4;10.4;748.8
6089;10/02/2026;836.6;10.4;847
6089;17/02/2026;353.3;10.4;363.7
6093;28/02/2026;610.2;10.4;620.6
6109;07/02/2026;289.8;10.4;300.2
6109;16/02/2026;0.5;10.4;10.9
6158;05/02/2026;740.5;10.4;750.9
6185;01/02/2026;1107.6;10.4;1118
6199;20/02/2026;912.4;10.4;922.8
6235;27/02/2026;903.9;10.4;914.3
6275;12/02/2026;552.7;10.4;563.1
6275;27/02/2026;1051.7;10.4;1062.1
6314;28/02/2026;1200.2;10.4;1210.6
6026;22/02/2026;590.2;10.3;600.5
6029;10/02/2026;596.6;10.3;606.9
6058;22/02/2026;618.1;10.3;628.4
6107;13/02/2026;900;10.3;910.3
6136;13/02/2026;176.1;10.3;186.4
6146;28/02/2026;510.4;10.3;520.7
6185;20/02/2026;995.4;10.3;1005.7
6225;01/02/2026;840.4;10.3;850.7
6285;09/02/2026;937.6;10.3;947.9
6299;04/02/2026;568.5;10.3;578.8
6305;03/02/2026;1124.4;10.3;1134.7
6048;18/02/2026;348;10.2;358.2
6086;24/02/2026;177;10.2;187.2
6148;14/02/2026;685.9;10.2;696.1
6188;23/02/2026;748.7;10.2;758.9
6189;25/02/2026;888.6;10.2;898.8
6239;09/02/2026;423.8;10.2;434
6279;17/02/2026;606.1;10.2;616.3
6325;17/02/2026;1118.6;10.2;1128.8
6025;20/02/2026;550;10.1;560.1
6038;05/02/2026;425;10.1;435.1
6044;08/02/2026;567.4;10.1;577.5
6078;06/02/2026;937.5;10.1;947.6
6116;08/02/2026;465.2;10.1;475.3
6138;07/02/2026;509.9;10.1;520
6188;13/02/2026;424.7;10.1;434.8
6209;05/02/2026;919.9;10.1;930
6245;17/02/2026;1004.7;10.1;1014.8
6305;08/02/2026;746.8;10.1;756.9
6309;26/02/2026;830.8;10.1;840.9
6335;07/02/2026;601;10.1;611.1
6048;22/02/2026;818.1;1.9;820
6116;18/02/2026;129.7;1.9;131.6
6138;10/02/2026;;1.9;1.9
6165;04/02/2026;940.6;1.9;942.5
6224;04/02/2026;476.8;1.9;478.7
6234;03/02/2026;340.1;1.9;342
6345;07/02/2026;486.9;1.9;488.8
2272;16/02/2026;494.3;1.8;496.1
247;27/02/2026;;1.8;1.8
6039;15/02/2026;822.2;1.8;824
6083;05/02/2026;616.6;1.8;618.4
6229;08/02/2026;112.2;1.8;114
6014;18/02/2026;;1.7;1.7
6054;08/02/2026;145.7;1.7;147.4
6073;01/02/2026;699.2;1.7;700.9
6076;20/02/2026;358.4;1.7;360.1
6244;23/02/2026;38;1.7;39.7
6325;16/02/2026;940.2;1.7;941.9
2262;06/02/2026;477.4;1.6;479
247;24/02/2026;;1.6;1.6
6015;08/02/2026;366.2;1.6;367.8
6054;05/02/2026;14.7;1.6;16.3
6073;18/02/2026;680.1;1.6;681.7
6083;25/02/2026;984.6;1.6;986.2
6117;05/02/2026;;1.6;1.6
6304;25/02/2026;208.1;1.6;209.7
6309;23/02/2026;505.5;1.6;507.1
2252;14/02/2026;129.2;1.5;130.7
6083;13/02/2026;;1.5;1.5
6235;20/02/2026;868.9;1.5;870.4
6344;26/02/2026;308.5;1.5;310
6355;05/02/2026;895.6;1.5;897.1
247;16/02/2026;;1.4;1.4
6015;07/02/2026;334.8;1.4;336.2
6075;27/02/2026;318.5;1.4;319.9
6105;01/02/2026;13.2;1.4;14.6
6138;28/02/2026;329.8;1.4;331.2
6185;27/02/2026;843.9;1.4;845.3
6204;23/02/2026;528;1.4;529.4
6248;24/02/2026;416.8;1.4;418.2
6255;01/02/2026;919.3;1.4;920.7
6255;17/02/2026;895.5;1.4;896.9
6355;15/02/2026;257.1;1.4;258.5
2272;24/02/2026;133.2;1.3;134.5
247;15/02/2026;;1.3;1.3
6015;20/02/2026;;1.3;1.3
6066;02/02/2026;;1.3;1.3
6079;26/02/2026;;1.3;1.3
6086;11/02/2026;;1.3;1.3
6105;04/02/2026;258;1.3;259.3
6126;16/02/2026;;1.3;1.3
6185;03/02/2026;876.2;1.3;877.5
6205;21/02/2026;882.2;1.3;883.5
6269;24/02/2026;631.3;1.3;632.6
6078;10/02/2026;301.4;1.2;302.6
6095;16/02/2026;;1.2;1.2
6244;13/02/2026;79.1;1.2;80.3
6254;03/02/2026;889.1;1.2;890.3
6255;12/02/2026;867;1.2;868.2
6255;23/02/2026;856.8;1.2;858
6264;26/02/2026;873.3;1.2;874.5
6265;13/02/2026;863.9;1.2;865.1
6285;24/02/2026;840.7;1.2;841.9
6335;25/02/2026;931.4;1.2;932.6
6335;28/02/2026;881.4;1.2;882.6
2262;17/02/2026;;1.1;1.1
247;18/02/2026;;1.1;1.1
247;20/02/2026;;1.1;1.1
6033;26/02/2026;830.5;1.1;831.6
6175;19/02/2026;910.8;1.1;911.9
6224;16/02/2026;;1.1;1.1
6255;04/02/2026;940.1;1.1;941.2
6275;26/02/2026;587.7;1.1;588.8
6299;14/02/2026;572.8;1.1;573.9
6325;18/02/2026;875.9;1.1;877
207;03/02/2026;;0.9;0.9
2232;03/02/2026;;0.9;0.9
2232;13/02/2026;;0.9;0.9
2262;27/02/2026;;0.9;0.9
6068;24/02/2026;;0.9;0.9
6098;03/02/2026;;0.9;0.9
6245;04/02/2026;779.8;0.9;780.7
6254;11/02/2026;845.4;0.9;846.3
6264;12/02/2026;655.2;0.9;656.1
6265;11/02/2026;787.9;0.9;788.8
6289;10/02/2026;;0.9;0.9
6294;06/02/2026;439.1;0.9;440
6295;02/02/2026;876.1;0.9;877
6304;03/02/2026;519.8;0.9;520.7
6304;05/02/2026;622.3;0.9;623.2
6314;04/02/2026;623.4;0.9;624.3
6324;13/02/2026;650.4;0.9;651.3
207;10/02/2026;;0.8;0.8
2212;04/02/2026;;0.8;0.8
2252;27/02/2026;;0.8;0.8
247;17/02/2026;;0.8;0.8
247;28/02/2026;;0.8;0.8
6017;04/02/2026;764.2;0.8;765
6073;28/02/2026;514.5;0.8;515.3
6076;22/02/2026;;0.8;0.8
6093;01/02/2026;606.5;0.8;607.3
6107;24/02/2026;268.5;0.8;269.3
6109;09/02/2026;739.7;0.8;740.5
6127;25/02/2026;710.9;0.8;711.7
6155;27/02/2026;;0.8;0.8
6157;26/02/2026;721.1;0.8;721.9
6168;07/02/2026;750.6;0.8;751.4
6178;14/02/2026;;0.8;0.8
6185;13/02/2026;775.6;0.8;776.4
6209;25/02/2026;528.7;0.8;529.5
6235;14/02/2026;666.6;0.8;667.4
6264;08/02/2026;605.9;0.8;606.7
6264;20/02/2026;575.3;0.8;576.1
6265;07/02/2026;699.9;0.8;700.7
6275;17/02/2026;824.5;0.8;825.3
6304;19/02/2026;673.2;0.8;674
6304;26/02/2026;603.7;0.8;604.5
6324;09/02/2026;663.6;0.8;664.4
6324;15/02/2026;608.6;0.8;609.4
6344;06/02/2026;604.1;0.8;604.9
6344;17/02/2026;513.2;0.8;514
207;11/02/2026;;0.7;0.7
2232;18/02/2026;;0.7;0.7
2252;04/02/2026;;0.7;0.7
247;05/02/2026;;0.7;0.7
247;14/02/2026;;0.7;0.7
247;19/02/2026;;0.7;0.7
6017;01/02/2026;711.6;0.7;712.3
6029;23/02/2026;810.2;0.7;810.9
6035;09/02/2026;260.7;0.7;261.4
6066;15/02/2026;;0.7;0.7
6069;11/02/2026;266.3;0.7;267
6073;12/02/2026;781.6;0.7;782.3
6075;14/02/2026;;0.7;0.7
6077;13/02/2026;779.2;0.7;779.9
6095;05/02/2026;362.8;0.7;363.5
6118;25/02/2026;;0.7;0.7
6126;06/02/2026;261.1;0.7;261.8
6139;23/02/2026;727;0.7;727.7
6179;12/02/2026;;0.7;0.7
6224;01/02/2026;;0.7;0.7
6244;08/02/2026;;0.7;0.7
6264;10/02/2026;553.9;0.7;554.6
6264;16/02/2026;654;0.7;654.7
6264;18/02/2026;589;0.7;589.7
6274;22/02/2026;597.9;0.7;598.6
6324;04/02/2026;913.3;0.7;914
6324;11/02/2026;603.5;0.7;604.2
6325;20/02/2026;828.4;0.7;829.1
2252;05/02/2026;;0.6;0.6
2252;11/02/2026;;0.6;0.6
247;21/02/2026;;0.6;0.6
6014;06/02/2026;453.2;0.6;453.8
6017;24/02/2026;;0.6;0.6
6023;01/02/2026;;0.6;0.6
6027;14/02/2026;707.7;0.6;708.3
6039;08/02/2026;;0.6;0.6
6039;22/02/2026;674.2;0.6;674.8
6066;04/02/2026;79.8;0.6;80.4
6069;15/02/2026;711;0.6;711.6
6075;19/02/2026;;0.6;0.6
6078;22/02/2026;;0.6;0.6
6089;11/02/2026;708.1;0.6;708.7
6119;07/02/2026;747.8;0.6;748.4
6129;05/02/2026;763;0.6;763.6
6147;07/02/2026;486.5;0.6;487.1
6159;18/02/2026;809.5;0.6;810.1
6188;14/02/2026;717.2;0.6;717.8
6189;24/02/2026;930;0.6;930.6
6224;25/02/2026;;0.6;0.6
6228;28/02/2026;755.2;0.6;755.8
6254;02/02/2026;292.1;0.6;292.7
6254;10/02/2026;292.9;0.6;293.5
6294;12/02/2026;;0.6;0.6
6295;07/02/2026;506.8;0.6;507.4
6304;13/02/2026;1208.4;0.6;1209
6325;27/02/2026;754.7;0.6;755.3
6345;02/02/2026;806.2;0.6;806.8
197;02/02/2026;;0.5;0.5
2212;07/02/2026;;0.5;0.5
247;04/02/2026;;0.5;0.5
247;08/02/2026;;0.5;0.5
6014;03/02/2026;488.4;0.5;488.9
6035;01/02/2026;500.1;0.5;500.6
6067;05/02/2026;461.3;0.5;461.8
6077;02/02/2026;525.6;0.5;526.1
6093;18/02/2026;;0.5;0.5
6097;08/02/2026;495.8;0.5;496.3
6116;02/02/2026;;0.5;0.5
6124;24/02/2026;;0.5;0.5
6136;27/02/2026;;0.5;0.5
6138;26/02/2026;468.7;0.5;469.2
6157;09/02/2026;695.2;0.5;695.7
6179;16/02/2026;352.6;0.5;353.1
6185;19/02/2026;841.7;0.5;842.2
6188;16/02/2026;546;0.5;546.5
6189;21/02/2026;717.2;0.5;717.7
6239;02/02/2026;373.8;0.5;374.3
6279;24/02/2026;;0.5;0.5
2222;27/02/2026;;0.4;0.4
2242;06/02/2026;;0.4;0.4
2262;10/02/2026;;0.4;0.4
2262;23/02/2026;;0.4;0.4
6017;27/02/2026;725.7;0.4;726.1
6023;14/02/2026;;0.4;0.4
6027;09/02/2026;494.1;0.4;494.5
6044;27/02/2026;;0.4;0.4
6047;10/02/2026;;0.4;0.4
6067;11/02/2026;557.9;0.4;558.3
6117;04/02/2026;;0.4;0.4
6124;25/02/2026;;0.4;0.4
6125;25/02/2026;;0.4;0.4
6127;16/02/2026;714.7;0.4;715.1
6155;26/02/2026;;0.4;0.4
6158;26/02/2026;;0.4;0.4
6169;12/02/2026;;0.4;0.4
6205;03/02/2026;826.9;0.4;827.3
6208;05/02/2026;1042.4;0.4;1042.8
6209;27/02/2026;417.8;0.4;418.2
6229;20/02/2026;;0.4;0.4
6265;25/02/2026;843.1;0.4;843.5
6284;28/02/2026;416;0.4;416.4
6285;22/02/2026;369.2;0.4;369.6
6294;01/02/2026;;0.4;0.4
6344;25/02/2026;887.8;0.4;888.2
197;04/02/2026;;0.3;0.3
2212;05/02/2026;;0.3;0.3
2212;08/02/2026;;0.3;0.3
2222;17/02/2026;;0.3;0.3
2232;02/02/2026;;0.3;0.3
2252;06/02/2026;;0.3;0.3
2252;07/02/2026;;0.3;0.3
2252;16/02/2026;;0.3;0.3
2272;26/02/2026;;0.3;0.3
2272;28/02/2026;;0.3;0.3
6016;12/02/2026;;0.3;0.3
6017;21/02/2026;497.7;0.3;498
6019;28/02/2026;453.8;0.3;454.1
6027;17/02/2026;520.1;0.3;520.4
6047;05/02/2026;597.4;0.3;597.7
6077;26/02/2026;557.3;0.3;557.6
6083;22/02/2026;537.4;0.3;537.7
6085;15/02/2026;;0.3;0.3
6085;20/02/2026;145.7;0.3;146
6088;06/02/2026;400.5;0.3;400.8
6109;24/02/2026;;0.3;0.3
6125;27/02/2026;;0.3;0.3
6129;23/02/2026;;0.3;0.3
6157;13/02/2026;554.1;0.3;554.4
6178;19/02/2026;961.3;0.3;961.6
6188;17/02/2026;279.8;0.3;280.1
6199;04/02/2026;;0.3;0.3
6208;12/02/2026;1002.6;0.3;1002.9
6208;15/02/2026;610;0.3;610.3
6225;28/02/2026;486.8;0.3;487.1
6238;24/02/2026;862.5;0.3;862.8
6244;16/02/2026;;0.3;0.3
6294;02/02/2026;466.1;0.3;466.4
197;01/02/2026;;0.2;0.2
2212;09/02/2026;;0.2;0.2
2222;24/02/2026;;0.2;0.2
2252;12/02/2026;;0.2;0.2
2272;27/02/2026;;0.2;0.2
2319;02/02/2026;;0.2;0.2
6023;03/02/2026;599.9;0.2;600.1
6023;07/02/2026;371.4;0.2;371.6
6023;12/02/2026;567.2;0.2;567.4
6023;21/02/2026;356.4;0.2;356.6
6035;16/02/2026;362.8;0.2;363
6044;09/02/2026;383.6;0.2;383.8
6044;11/02/2026;359.4;0.2;359.6
6045;02/02/2026;432.1;0.2;432.3
6046;26/02/2026;;0.2;0.2
6048;03/02/2026;;0.2;0.2
6056;15/02/2026;;0.2;0.2
6068;26/02/2026;;0.2;0.2
6079;10/02/2026;521.5;0.2;521.7
6089;07/02/2026;579.7;0.2;579.9
6103;24/02/2026;441.6;0.2;441.8
6108;01/02/2026;146;0.2;146.2
6118;14/02/2026;;0.2;0.2
6119;23/02/2026;587.4;0.2;587.6
6119;26/02/2026;;0.2;0.2
6136;16/02/2026;;0.2;0.2
6136;17/02/2026;;0.2;0.2
6137;06/02/2026;636.3;0.2;636.5
6139;11/02/2026;;0.2;0.2
6139;27/02/2026;555.1;0.2;555.3
6146;20/02/2026;;0.2;0.2
6168;20/02/2026;349.7;0.2;349.9
6179;04/02/2026;;0.2;0.2
6188;28/02/2026;;0.2;0.2
6208;03/02/2026;991;0.2;991.2
6208;08/02/2026;614.3;0.2;614.5
6228;13/02/2026;377.7;0.2;377.9
6238;01/02/2026;590.2;0.2;590.4
6238;22/02/2026;605.6;0.2;605.8
6244;21/02/2026;;0.2;0.2
6265;01/02/2026;325.6;0.2;325.8
6285;21/02/2026;473.7;0.2;473.9
6289;01/02/2026;85.3;0.2;85.5
197;05/02/2026;;0.1;0.1
207;21/02/2026;;0.1;0.1
207;22/02/2026;;0.1;0.1
2242;14/02/2026;;0.1;0.1
2242;15/02/2026;;0.1;0.1
2242;17/02/2026;;0.1;0.1
2242;18/02/2026;;0.1;0.1
2242;21/02/2026;;0.1;0.1
2252;01/02/2026;;0.1;0.1
2262;26/02/2026;;0.1;0.1
247;07/02/2026;;0.1;0.1
6014;21/02/2026;450.2;0.1;450.3
6017;15/02/2026;602.7;0.1;602.8
6017;18/02/2026;;0.1;0.1
6017;19/02/2026;;0.1;0.1
6018;16/02/2026;378;0.1;378.1
6019;12/02/2026;546.6;0.1;546.7
6019;25/02/2026;549;0.1;549.1
6023;16/02/2026;;0.1;0.1
6029;20/02/2026;522.4;0.1;522.5
6035;24/02/2026;;0.1;0.1
6037;15/02/2026;;0.1;0.1
6037;21/02/2026;;0.1;0.1
6046;25/02/2026;;0.1;0.1
6047;11/02/2026;;0.1;0.1
6066;01/02/2026;;0.1;0.1
6066;28/02/2026;;0.1;0.1
6079;21/02/2026;;0.1;0.1
6088;20/02/2026;349.3;0.1;349.4
6089;20/02/2026;;0.1;0.1
6093;15/02/2026;;0.1;0.1
6096;24/02/2026;81.8;0.1;81.9
6109;02/02/2026;;0.1;0.1
6109;27/02/2026;;0.1;0.1
6118;06/02/2026;372.7;0.1;372.8
6126;01/02/2026;0.5;0.1;0.6
